date,open,high,low,close,volume,rsi_14,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr,volume_sma_20,volume_ratio,change_pct,symbol,token,stop_loss,target_1,target_2,risk_pct,reward_1_pct,reward_2_pct,rr_ratio_1,rr_ratio_2,scan_date,strategy,ema50,ema200,ema_alignment,risk_reward,action,risk_level,target
2026-02-11 00:00:00+05:30,7505.0,7805.0,7501.0,7771.0,2286430,70.55808656036446,7188.175,7241.22,7274.462746091476,7239.14178913167,35.32095695980661,-16.93596104055072,52.25691800035733,7560.451676255997,7188.175,6815.898323744003,224.64285714285714,517477.0,4.418418596382061,6.510416666666667,EICHERMOT,232961,7434.035714285715,8444.92857142857,8669.57142857143,4.336176627387535,8.67235325477507,11.563137673033449,2.0,2.666666666666672,2026-02-12,Momentum Breakout,,,,2.0,BUY,HIGH,8444.92857142857
2026-02-11 00:00:00+05:30,1144.7,1187.5,1142.8,1182.9,29491859,71.83190004867762,1065.2075,1013.313,1095.3379183771638,1060.5014857208932,34.83643265627052,23.996778620279873,10.839654035990645,1153.2803662140436,1065.2075,977.1346337859563,36.196428571428555,13406771.4,2.1997733921233267,3.3913119482562877,SBIN,779521,1128.6053571428572,1291.4892857142859,1327.6857142857143,4.589960508677224,9.179921017354449,12.239894689805919,2.0,2.666666666666664,2026-02-12,Momentum Breakout,,,,2.0,BUY,HIGH,1291.4892857142859
2026-02-10 00:00:00+05:30,202.99,211.1,201.08,208.01,82443790,69.07533139346914,192.0805,180.461,196.18351189020876,190.478018479764,5.705493410444774,4.7215000151314666,0.9839933953133073,205.66043484985596,192.0805,178.50056515014404,7.099999999999994,36210767.6,2.276775541206699,2.975247524752471,TATASTEEL,895745,197.36,229.30999999999997,236.40999999999997,5.119946156434776,10.239892312869566,13.653189750492755,2.0000000000000027,2.6666666666666705,2026-02-12,Momentum Breakout,,,,2.0000000000000027,BUY,HIGH,229.30999999999997
2026-02-11 00:00:00+05:30,2979.0,2979.0,2894.9,2932.6,1015218,63.526119402985074,2820.34,2809.284,2863.9515131503013,2834.6448551089347,29.306658041366518,12.798634863410388,16.50802317795613,2950.953393364982,2820.34,2689.7266066350185,68.55714285714294,735235.65,1.3808062761918576,-0.721080605301472,GRASIM,315393,2829.7642857142855,3103.9928571428572,3172.55,3.5066396469247225,5.844399411541204,8.182159176157686,1.6666666666666665,2.3333333333333335,2026-02-12,Trend Following,,,,1.6666666666666665,BUY,MEDIUM,3103.9928571428572
2026-02-12 00:00:00+05:30,2475.0,2479.6,2350.1,2427.0,3244178,53.11498754004984,2391.555,2356.216,2409.5817044577916,2391.097151671548,18.484552786243512,10.936027187792362,7.54852559845115,2461.0595163242765,2391.555,2322.050483675723,58.428571428571395,1518163.35,2.1369097073776677,-1.4576312477161106,HINDUNILVR,356865,2339.357142857143,2573.0714285714284,2631.5,3.6111601624580505,6.0186002707634305,8.426040379068809,1.6666666666666703,2.33333333333334,2026-02-12,Trend Following,,,,1.6666666666666703,BUY,MEDIUM,2573.0714285714284
2026-02-10 00:00:00+05:30,1401.0,1409.5,1395.5,1406.5,16497628,63.63205310573734,1380.935,1376.56,1387.5162848190778,1381.8421800161802,5.674104802897546,1.3967232047136715,4.277381598183874,1438.8973571130878,1380.935,1322.9726428869121,28.014285714285716,15779179.25,1.0455314397927256,0.7305020411086476,ICICIBANK,1270529,1364.4785714285715,1476.5357142857142,1504.55,2.987659336752825,4.9794322279213805,6.9712051190899365,1.6666666666666685,2.333333333333337,2026-02-12,Trend Following,,,,1.6666666666666685,BUY,MEDIUM,1476.5357142857142
2026-02-11 00:00:00+05:30,7405.0,7640.0,7405.0,7507.0,1496488,87.92735042735043,7035.5,7094.52,7150.130795558141,7109.062925556521,41.06787000161967,-18.41807374013132,59.48594374175099,7434.14837427962,7035.5,6636.85162572038,162.89285714285714,490293.3,3.052230165086898,3.9894722260700926,APOLLOHOSP,40193,7262.660714285715,7995.678571428572,8158.571428571428,3.2548193114997375,6.509638622999487,8.679518163999314,2.000000000000004,2.666666666666671,2026-02-12,Volume Breakout,,,,2.000000000000004,BUY,MEDIUM,7995.678571428572
2026-02-06 00:00:00+05:30,1994.0,2049.7,1988.5,2038.4,13870403,55.643879173290955,1998.095,2057.688,1999.6634210139077,2016.8248554249494,-17.161434411041682,-25.04611733155003,7.884682920508347,2054.247329473175,1998.095,1941.9426705268252,47.22142857142857,6783001.5,2.0448768882035484,2.3087733386870104,BHARTIARTL,2714625,1967.5678571428573,2156.4535714285716,2203.675,3.4748892688943678,5.791482114823958,8.108074960753536,1.6666666666666698,2.3333333333333366,2026-02-12,Volume Breakout,,,,1.6666666666666698,BUY,MEDIUM,2156.4535714285716
2026-02-11 00:00:00+05:30,6194.0,6793.0,6126.0,6386.5,1263189,60.669597565099764,6114.325,6305.78,6156.67565759029,6196.5175682078825,-39.841910617592475,-74.37637671706118,34.5344660994687,6345.663047249635,6114.325,5882.986952750364,216.39285714285714,397718.9,3.1760849182676507,3.416727390494697,DIVISLAB,2800641,6061.910714285715,6927.482142857143,7143.875,5.082428336558135,8.470713894263573,11.858999451968998,1.6666666666666696,2.3333333333333366,2026-02-12,Volume Breakout,,,,1.6666666666666696,BUY,HIGH,6927.482142857143
2026-02-11 00:00:00+05:30,7505.0,7805.0,7501.0,7771.0,2286430,70.55808656036446,7188.175,7241.22,7274.462746091476,7239.14178913167,35.32095695980661,-16.93596104055072,52.25691800035733,7560.451676255997,7188.175,6815.898323744003,224.64285714285714,517477.0,4.418418596382061,6.510416666666667,EICHERMOT,232961,7434.035714285715,8444.92857142857,8669.57142857143,4.336176627387535,8.67235325477507,11.563137673033449,2.0,2.666666666666672,2026-02-12,Volume Breakout,,,,2.0,BUY,HIGH,8444.92857142857
2026-02-11 00:00:00+05:30,1144.7,1187.5,1142.8,1182.9,29491859,71.83190004867762,1065.2075,1013.313,1095.3379183771638,1060.5014857208932,34.83643265627052,23.996778620279873,10.839654035990645,1153.2803662140436,1065.2075,977.1346337859563,36.196428571428555,13406771.4,2.1997733921233267,3.3913119482562877,SBIN,779521,1128.6053571428572,1291.4892857142859,1327.6857142857143,4.589960508677224,9.179921017354449,12.239894689805919,2.0,2.666666666666664,2026-02-12,Volume Breakout,,,,2.0,BUY,HIGH,1291.4892857142859
2026-02-10 00:00:00+05:30,202.99,211.1,201.08,208.01,82443790,69.07533139346914,192.0805,180.461,196.18351189020876,190.478018479764,5.705493410444774,4.7215000151314666,0.9839933953133073,205.66043484985596,192.0805,178.50056515014404,7.099999999999994,36210767.6,2.276775541206699,2.975247524752471,TATASTEEL,895745,197.36,229.30999999999997,236.40999999999997,5.119946156434776,10.239892312869566,13.653189750492755,2.0000000000000027,2.6666666666666705,2026-02-12,Volume Breakout,,,,2.0000000000000027,BUY,HIGH,229.30999999999997
2026-02-06 00:00:00+05:30,1563.0,1575.5,1527.0,1550.7,4429173,61.93246081757958,1429.135,1467.98,1473.5136140155128,1455.1798602444503,18.333753771062447,-5.619498902459,23.953252673521447,1574.8625652138587,1429.135,1283.4074347861413,63.67857142857146,3236732.2,1.3684088538433916,-1.2418800152846772,ADANIPORTS,3861249,1455.182142857143,1709.8964285714287,1773.5750000000003,6.159660614100542,10.266101023500914,14.372541432901285,1.6666666666666685,2.3333333333333366,2026-02-12,Swing Trading,,,,1.6666666666666685,HOLD,HIGH,1709.8964285714287
2026-02-06 00:00:00+05:30,7080.0,7176.5,6994.0,7152.5,668962,51.06267029972752,7030.475,7094.69,7033.640389061785,7054.277092078656,-20.63670301687125,-53.28048555717031,32.64378254029906,7399.5103677245215,7030.475,6661.439632275479,156.64285714285714,427074.6,1.5663820793837893,0.42825049143499017,APOLLOHOSP,40193,6917.535714285715,7544.107142857143,7700.75,3.2850651620312523,5.475108603385434,7.665152044739601,1.6666666666666707,2.333333333333337,2026-02-12,Swing Trading,,,,1.6666666666666707,HOLD,MEDIUM,7544.107142857143
2026-02-10 00:00:00+05:30,2052.0,2057.0,2008.4,2011.3,9077763,52.87226001511717,1997.015,2054.334,2006.4702600158748,2017.8816661736535,-11.411406157778629,-20.362368162826,8.950962005047373,2050.8921419161543,1997.015,1943.1378580838457,46.79999999999997,7172670.5,1.2656043519634703,-1.3197919733097876,BHARTIARTL,2714625,1941.1,2128.2999999999997,2175.1,3.4902799184606996,5.817133197434484,8.14398647640829,1.6666666666666623,2.333333333333331,2026-02-12,Swing Trading,,,,1.6666666666666623,HOLD,MEDIUM,2128.2999999999997
2026-02-11 00:00:00+05:30,6000.0,6156.0,5973.5,6019.0,771051,54.41624365482234,5867.2,5940.94,5890.315009690337,5900.057300027941,-9.742290337603663,-26.655978870726173,16.91368853312251,6006.200719422628,5867.2,5728.199280577372,148.71428571428572,394797.2,1.9530305686058562,2.4772282284838685,BRITANNIA,140033,5795.928571428572,6390.785714285715,6539.5,3.706121092730162,6.176868487883613,8.64761588303705,1.6666666666666692,2.3333333333333344,2026-02-12,Swing Trading,,,,1.6666666666666692,HOLD,MEDIUM,6390.785714285715
2026-02-12 00:00:00+05:30,6448.0,6448.0,6201.5,6230.0,690592,56.934306569343065,6108.05,6302.03,6167.956325653322,6198.997748340632,-31.041422687309932,-65.70938591111093,34.667963223800996,6317.628499299029,6108.05,5898.471500700972,222.71428571428572,406016.35,1.7008970205263902,-2.4504814843811165,DIVISLAB,2800641,5895.928571428572,6786.785714285715,7009.5,5.362302224260489,8.93717037376749,12.51203852327448,1.6666666666666683,2.3333333333333344,2026-02-12,Swing Trading,,,,1.6666666666666683,HOLD,HIGH,6786.785714285715
2026-02-09 00:00:00+05:30,1260.0,1278.8,1243.5,1275.5,2111316,69.7244379985497,1210.0349999999999,1242.3120000000001,1230.069579254115,1226.81608376321,3.253495490905152,-5.693638491191103,8.947133982096254,1275.2706788074822,1210.0349999999999,1144.7993211925175,37.12857142857141,2018394.55,1.0460373072251905,2.7634547212375082,DRREDDY,225537,1219.807142857143,1368.3214285714284,1405.4499999999998,4.3663549308394405,7.277258218065734,10.188161505292028,1.6666666666666667,2.3333333333333335,2026-02-12,Swing Trading,,,,1.6666666666666667,HOLD,HIGH,1368.3214285714284
2026-02-11 00:00:00+05:30,2979.0,2979.0,2894.9,2932.6,1015218,63.526119402985074,2820.34,2809.284,2863.9515131503013,2834.6448551089347,29.306658041366518,12.798634863410388,16.50802317795613,2950.953393364982,2820.34,2689.7266066350185,68.55714285714294,735235.65,1.3808062761918576,-0.721080605301472,GRASIM,315393,2829.7642857142855,3103.9928571428572,3172.55,3.5066396469247225,5.844399411541204,8.182159176157686,1.6666666666666665,2.3333333333333335,2026-02-12,Swing Trading,,,,1.6666666666666665,HOLD,MEDIUM,3103.9928571428572
2026-02-11 00:00:00+05:30,5695.0,5750.0,5546.0,5682.5,684908,60.65934065934066,5627.025,5793.41,5694.654281188715,5696.098760433426,-1.4444792447111467,-27.25773243539701,25.813253190685863,5898.551770028452,5627.025,5355.4982299715475,166.92857142857142,503198.15,1.3611099325385039,-1.2340314591118449,HEROMOTOCO,345089,5432.107142857143,6099.821428571428,6266.75,4.406385519451947,7.343975865753251,10.281566212054553,1.666666666666668,2.3333333333333357,2026-02-12,Swing Trading,,,,1.666666666666668,HOLD,HIGH,6099.821428571428
2026-02-12 00:00:00+05:30,2475.0,2479.6,2350.1,2427.0,3244178,53.11498754004984,2391.555,2356.216,2409.5817044577916,2391.097151671548,18.484552786243512,10.936027187792362,7.54852559845115,2461.0595163242765,2391.555,2322.050483675723,58.428571428571395,1518163.35,2.1369097073776677,-1.4576312477161106,HINDUNILVR,356865,2339.357142857143,2573.0714285714284,2631.5,3.6111601624580505,6.0186002707634305,8.426040379068809,1.6666666666666703,2.33333333333334,2026-02-12,Swing Trading,,,,1.6666666666666703,HOLD,MEDIUM,2573.0714285714284
2026-02-06 00:00:00+05:30,310.0,327.7,308.3,325.8,68057745,49.57918898240244,318.225,357.51099999999997,316.4881092065242,328.67445045566296,-12.186341249138763,-15.178287200403217,2.9919459512644533,334.2801516572425,318.225,302.1698483427575,8.857142857142852,26671537.7,2.551699334530682,5.029013539651845,ITC,424961,312.51428571428573,347.9428571428571,356.8,4.077874243620097,6.796457072700155,9.515039901780233,1.6666666666666652,2.333333333333335,2026-02-12,Swing Trading,,,,1.6666666666666652,HOLD,HIGH,347.9428571428571
2026-02-09 00:00:00+05:30,430.0,434.9,424.2,428.8,22538542,53.654970760233915,417.925,426.22200000000004,417.2577255862536,419.89101539828033,-2.633289812026703,-4.000691266235032,1.3674014542083288,433.0623883584924,417.925,402.7876116415076,11.028571428571423,19241283.2,1.1713637685037555,1.527169409257722,KOTAKBANK,492033,412.25714285714287,456.37142857142857,467.4,3.857942430703625,6.429904051172704,9.001865671641783,1.6666666666666654,2.333333333333331,2026-02-12,Swing Trading,,,,1.6666666666666654,HOLD,MEDIUM,456.37142857142857
2026-02-11 00:00:00+05:30,3704.7,3787.0,3666.1,3674.9,4787745,56.90313778990452,3544.5549999999994,3621.3239999999996,3578.7526080304197,3581.4305244306765,-2.6779164002568905,-29.59551089973308,26.917594499476188,3743.914009406624,3544.5549999999994,3345.195990593375,119.46428571428578,2894884.0,1.6538641962855851,-0.02448446596659478,M&M,519937,3495.703571428571,3973.5607142857143,4093.0250000000005,4.876225980881898,8.127043301469815,11.377860622057755,1.6666666666666634,2.3333333333333317,2026-02-12,Swing Trading,,,,1.6666666666666634,HOLD,HIGH,3973.5607142857143
2026-02-09 00:00:00+05:30,1120.0,1150.0,1100.5,1146.0,40852966,68.58257036283487,1051.0375,1005.815,1067.657092609427,1043.23837294485,24.41871966457711,19.43159755867287,4.987122105904241,1110.1724560439072,1051.0375,991.9025439560926,35.11428571428568,11999917.5,3.4044372388393502,7.464366091522871,SBIN,779521,1093.3285714285714,1251.3428571428572,1286.4571428571428,4.596110695587137,9.192221391174273,12.256295188232356,2.0,2.6666666666666647,2026-02-12,Swing Trading,,,,2.0,HOLD,HIGH,1251.3428571428572
2026-02-10 00:00:00+05:30,202.99,211.1,201.08,208.01,82443790,69.07533139346914,192.0805,180.461,196.18351189020876,190.478018479764,5.705493410444774,4.7215000151314666,0.9839933953133073,205.66043484985596,192.0805,178.50056515014404,7.099999999999994,36210767.6,2.276775541206699,2.975247524752471,TATASTEEL,895745,197.36,229.30999999999997,236.40999999999997,5.119946156434776,10.239892312869566,13.653189750492755,2.0000000000000027,2.6666666666666705,2026-02-12,Swing Trading,,,,2.0000000000000027,HOLD,HIGH,229.30999999999997
