symbol,last_close,ma20,ma50,ma100,ma200,ma_band_pct,avg_pair_diff_pct
LUMAXTECH,1672.7,1607.28,1535.41,1433.87,1249.03,21.418,11.721
ALKALI,69.07,70.58,74.04,78.86,85.38,21.439,11.881
SILINV,433.05,451.38,477.08,512.47,544.28,21.452,12.088
JINDRILL,464.95,479.72,503.79,533.86,579.58,21.477,11.816
MANUGRAPH,14.25,15.27,15.88,17.04,18.33,21.483,12.097
TEXRAIL,106.7,116.38,122.27,128.45,139.31,21.49,11.71
RAJMET,3.89,4.03,4.13,4.28,4.87,21.491,11.4
BODALCHEM,47.01,48.99,50.74,54.15,59.12,21.552,11.984
UEL,196.83,169.27,151.68,138.96,126.81,21.572,11.863
KAKATCEM,113.08,116.97,121.6,129.38,141.39,21.597,11.946
GTLINFRA,1.15,1.16,1.18,1.26,1.41,21.599,11.978
VIJIFIN,2.19,2.3,2.5,2.67,2.77,21.627,12.116
KARMAENG,43.89,44.21,45.85,49.17,53.7,21.63,12.077
THANGAMAYL,3745.8,3579.6,3452.86,3166.41,2769.1,21.637,12.093
DVL,254.5,256.27,268.92,287.93,311.62,21.749,12.119
VIRINCHI,19.18,20.49,21.59,23.07,24.66,21.777,12.169
NATCAPSUQ,157.09,163.74,172.41,184.01,197.97,21.791,12.127
TOLINS,117.17,123.42,129.56,138.82,148.98,21.816,12.225
VALIANTORG,239.32,251.54,259.22,277.5,303.95,21.9,12.223
MITCON,57.02,59.44,62.06,65.43,71.93,21.905,11.938
KOHINOOR,24.61,25.35,26.1,27.94,30.75,21.93,12.211
BALUFORGE,459.95,475.3,500.9,542.68,576.26,21.95,12.489
RUCHINFRA,5.94,6.06,6.24,6.6,7.37,21.957,11.976
SHRIRAMFIN,1061.7,1043.56,988.84,906.96,810.37,21.964,12.267
AHLADA,46.6,49.3,50.73,53.3,59.53,21.967,11.902
ASHOKA,140.36,150.09,157.11,167.32,180.96,21.993,12.208
RSYSTEMS,293.55,335.06,363.71,384.18,399.7,22.023,12.174
GOCLCORP,251.5,262.26,275.75,295.26,317.72,22.052,12.319
RTNPOWER,8.36,8.75,9.06,9.72,10.59,22.063,12.352
LAXMICOT,17.88,18.03,17.88,19.29,21.83,22.082,12.216
KMEW,1567.6,1687.9,1673.89,1539.73,1341.64,22.088,12.471
BRIGADE,729.85,765.78,808.08,859.65,927.52,22.16,12.258
MAGADSUGAR,429.45,439.46,458.32,488.78,534.76,22.19,12.278
ACL,55.06,57.77,62.29,66.67,70.02,22.253,12.454
PRECAM,141.51,148.54,154.17,164.35,180.09,22.295,12.347
AROGRANITE,26.79,28.66,29.67,31.53,34.65,22.36,12.337
BASML,23.06,24.22,24.97,26.27,29.38,22.372,12.126
SHARDACROP,1162.8,1132.46,1020.23,947.61,872.02,22.398,12.24
BAJAJHCARE,341.8,360.89,379.86,406.25,437.45,22.399,12.486
INFOMEDIA,5.0,5.4,5.85,6.24,6.52,22.433,12.496
JISLDVREQS,22.25,23.97,25.45,27.15,28.96,22.434,12.49
ZEEMEDIA,8.85,9.08,9.02,9.65,11.01,22.499,12.323
ZENSARTECH,537.4,607.25,657.73,698.21,728.17,22.5,12.505
AMNPLST,161.89,169.37,178.47,190.14,205.81,22.507,12.454
DNAMEDIA,3.4,3.56,3.72,3.97,4.32,22.525,12.458
DCMFINSERV,4.48,4.52,4.77,5.1,5.53,22.55,12.508
HPL,346.0,350.1,363.65,393.45,428.32,22.608,12.739
QUADFUTURE,291.0,301.4,308.41,329.11,367.25,22.628,12.5
NIPPOBATRY,333.85,359.82,381.35,404.73,435.46,22.655,12.495
OMINFRAL,88.34,88.74,91.43,98.41,108.88,22.797,12.714
DPSCLTD,9.28,9.37,9.65,10.3,11.49,22.831,12.596
NACLIND,135.16,144.78,157.2,172.6,175.68,22.858,13.328
AMJLAND,40.96,41.84,45.15,48.53,51.2,22.862,12.809
EPACK,251.65,252.35,261.37,282.44,310.02,22.914,12.852
DEEPAKFERT,994.2,1049.71,1136.55,1229.86,1277.7,22.932,13.03
CELLO,427.9,478.77,509.77,539.23,576.99,22.953,12.624
ASHOKLEY,210.18,203.25,190.51,174.15,154.92,22.995,12.794
NINSYS,325.9,339.05,360.42,384.82,414.04,23.008,12.752
PARADEEP,115.42,125.27,137.25,148.98,151.9,23.067,13.227
SHK,153.13,161.24,166.87,180.21,196.6,23.095,12.999
MKPL,5.18,5.34,5.61,5.97,6.54,23.096,12.709
AWL,191.73,205.68,218.95,233.33,249.98,23.105,12.803
JAYAGROGN,175.18,179.34,188.67,202.26,219.86,23.129,12.858
JYOTHYLAB,255.77,248.67,260.38,278.97,307.9,23.159,12.791
OLECTRA,1024.6,1044.43,1111.49,1199.9,1281.93,23.18,13.028
PNCINFRA,212.93,221.55,232.87,248.79,270.95,23.201,12.847
KOTARISUG,24.6,25.58,26.37,27.95,31.31,23.26,12.704
PIGL,115.0,117.53,121.24,130.45,144.3,23.275,12.972
NARMADA,32.53,31.52,28.67,26.25,23.94,23.284,12.879
IFGLEXPOR,167.41,181.59,191.9,206.42,220.57,23.289,13.09
FORCEMOT,25038.0,23128.12,21232.95,19627.05,17277.32,23.368,12.753
JUSTDIAL,584.8,646.45,682.44,723.24,783.53,23.44,12.883
XCHANGING,66.5,69.91,74.33,79.06,85.5,23.44,12.907
VMART,569.05,605.83,646.71,694.88,739.39,23.472,13.147
GFLLIMITED,46.51,48.69,52.05,55.51,59.64,23.541,13.01
TANLA,446.55,474.73,501.74,538.56,580.22,23.622,13.185
BOROLTD,245.45,255.49,269.47,289.75,313.49,23.632,13.193
AVADHSUGAR,323.95,336.17,348.67,372.67,412.82,23.663,13.066
USK,28.24,23.8,23.41,25.32,30.09,23.671,12.729
AFCONS,308.0,331.0,353.03,377.76,404.01,23.705,13.191
NRL,51.78,53.24,55.28,59.24,65.52,23.725,13.135
LIBERTSHOE,242.74,258.74,266.6,285.41,316.47,23.782,13.183
RANASUG,10.88,11.18,11.71,12.52,13.77,23.834,13.157
KRITINUT,68.28,72.14,73.88,79.05,88.49,23.949,13.238
VASCONEQ,39.27,40.96,43.97,47.58,50.38,23.979,13.522
INDOCO,203.11,207.45,220.0,237.17,256.19,23.995,13.406
SAREGAMA,328.0,341.67,353.0,381.15,420.38,23.997,13.429
RKDL,19.47,20.22,21.49,23.18,24.89,24.012,13.452
BANKA,59.52,61.05,64.3,69.3,75.35,24.027,13.413
HGS,381.0,404.2,424.1,451.43,495.81,24.046,13.219
MICEL,40.13,41.13,42.18,45.4,50.79,24.07,13.37
KEC,590.7,615.2,657.39,705.77,757.45,24.08,13.405
HLEGLAS,315.2,353.4,394.9,424.47,429.38,24.107,13.617
GANGAFORGE,2.93,3.22,3.3,3.42,3.92,24.109,12.77
INDORAMA,36.12,39.18,43.0,46.59,47.9,24.161,13.735
BAJAJCON,402.2,363.9,326.8,296.6,266.54,24.206,13.354
SRD,51.72,55.2,59.16,63.15,67.75,24.256,13.414
BOMDYEING,114.87,118.89,124.86,135.15,146.81,24.303,13.644
SUYOG,662.75,628.47,622.45,665.16,783.71,24.332,13.089
HERITGFOOD,328.45,363.48,399.47,427.2,443.54,24.375,13.595
SAPPHIRE,215.1,214.93,222.96,242.5,267.41,24.399,13.714
UNIENTER,107.5,116.54,126.56,135.19,142.82,24.451,13.564
TREL,23.44,24.01,25.32,27.03,29.75,24.469,13.452
NELCO,623.0,650.44,686.88,740.15,802.94,24.479,13.664
MOBIKWIK,205.79,213.83,221.87,234.37,264.27,24.512,13.268
SUPERSPIN,6.66,7.4,7.86,8.37,9.03,24.589,13.56
EMIL,100.12,99.8,102.85,111.73,124.43,24.598,13.777
RAYMONDLSL,894.5,952.54,992.41,1047.69,1172.72,24.615,13.337
TIRUMALCHM,192.72,202.99,213.64,231.49,250.52,24.66,13.874
IGARASHI,358.2,383.73,405.58,434.42,472.2,24.698,13.691
VSTL,115.21,118.51,123.76,131.82,147.0,24.73,13.53
PATELENG,28.32,28.64,29.54,31.67,35.64,24.739,13.623
KECL,89.29,91.9,94.58,101.7,114.01,24.769,13.714
DENORA,642.65,622.72,645.58,692.55,782.01,24.786,13.611
GREENPOWER,9.97,10.28,10.86,11.65,12.75,24.829,13.737
AJMERA,133.55,146.11,162.14,174.26,179.29,24.846,13.936
ENIL,105.84,109.85,114.72,122.85,136.26,24.953,13.757
MASTEK,1567.6,1833.77,1975.68,2088.95,2225.34,24.979,13.694
CHEMPLASTS,262.4,283.21,282.93,306.59,348.49,24.987,13.979
NGLFINE,2254.6,2112.71,1834.03,1648.57,1549.17,24.995,13.868
MFML,24.26,24.47,24.93,26.2,30.54,25.021,13.381
HPAL,37.05,38.69,40.26,42.68,47.97,25.061,13.619
SHALBY,151.9,164.65,178.17,191.61,202.73,25.07,14.009
DYNPRO,226.47,230.56,241.84,263.17,287.39,25.095,14.117
DENTA,251.2,272.55,296.86,322.6,335.6,25.099,14.257
RPPL,17.29,17.24,17.59,18.73,21.6,25.197,13.702
PIONEEREMB,27.13,27.39,28.05,30.26,34.26,25.353,14.035
SHYAMTEL,10.11,10.37,11.04,11.86,12.93,25.354,14.024
NATIONALUM,343.0,353.08,338.28,305.13,266.08,25.366,14.294
GENUSPAPER,12.59,12.6,12.94,14.03,15.8,25.366,14.126
SHREYANIND,150.7,157.29,167.34,180.88,195.54,25.377,14.185
SWELECTES,528.35,553.24,587.06,634.06,687.34,25.381,14.174
DIXON,10525.0,11210.92,11835.17,12957.77,13885.43,25.411,14.483
PARACABLES,35.07,36.3,36.89,39.41,45.22,25.433,13.912
JNKINDIA,244.97,239.19,238.87,254.34,301.26,25.465,13.763
SHRADHA,38.69,39.02,39.83,43.14,48.89,25.495,14.177
GATECH,0.52,0.5,0.52,0.56,0.63,25.547,14.051
SPLIL,29.6,30.09,31.68,34.1,37.65,25.554,14.141
FSL,227.9,272.37,300.34,319.38,330.65,25.572,14.179
INVENTURE,1.09,1.13,1.17,1.25,1.41,25.574,14.083
TTML,42.33,43.89,46.04,49.36,54.71,25.576,14.095
AURIONPRO,896.35,952.06,998.47,1072.06,1181.64,25.614,14.175
DAMODARIND,24.81,26.19,27.8,29.85,32.56,25.695,14.222
RUSHIL,18.45,19.81,21.04,22.61,24.56,25.742,14.292
LORDSCHLO,118.71,136.21,150.47,162.42,166.79,25.761,14.559
COMPUSOFT,14.34,14.61,15.2,16.35,18.3,25.762,14.219
PRAJIND,305.35,309.77,312.87,333.7,388.47,25.773,14.024
NCC,149.0,151.21,156.28,169.13,189.65,25.798,14.336
DBREALTY,112.86,118.0,119.52,130.29,147.14,25.822,14.502
KAMATHOTEL,186.59,195.53,212.8,230.99,243.77,25.854,14.552
FAIRCHEMOR,577.05,627.08,658.69,698.99,776.29,25.858,14.093
GVPTECH,6.79,7.54,8.1,8.65,9.29,25.888,14.275
ALPA,65.41,69.13,72.33,78.03,86.14,26.007,14.456
ZEELEARN,5.81,6.2,6.65,7.21,7.71,26.009,14.628
CYIENTDLM,319.0,355.54,379.2,402.99,438.53,26.015,14.251
GEEKAYWIRE,25.58,27.07,29.05,30.93,33.75,26.115,14.281
RETAIL,23.92,24.95,25.77,27.94,31.2,26.123,14.579
APEX,431.8,390.53,340.41,305.61,277.33,26.216,14.451
DGCONTENT,27.7,27.83,29.46,31.88,35.09,26.22,14.563
NITCO,76.84,81.57,85.85,93.19,101.81,26.338,14.762
SWSOLAR,204.51,203.21,206.03,219.74,257.15,26.375,14.305
BATAINDIA,799.05,850.34,896.57,965.55,1061.32,26.404,14.641
IFBIND,1121.0,1193.27,1321.32,1430.66,1489.33,26.411,14.831
PDMJEPAPER,81.2,83.63,88.69,96.67,105.15,26.494,14.886
SURANASOL,23.1,24.16,25.48,27.43,30.28,26.503,14.66
SAKHTISUG,15.6,17.09,17.87,19.03,21.23,26.536,14.512
PLAZACABLE,38.09,39.41,40.34,43.35,49.53,26.568,14.6
DIGIDRIVE,22.03,22.93,24.28,26.1,28.79,26.592,14.667
VIVIDHA,0.57,0.59,0.62,0.67,0.74,26.609,14.762
RUPA,140.7,147.48,155.66,167.69,184.96,26.638,14.744
SUVIDHAA,3.01,3.08,3.28,3.52,3.89,26.658,14.685
PFOCUS,268.03,259.92,240.02,216.64,188.41,26.677,14.792
OPTIEMUS,406.35,421.95,454.13,497.14,530.38,26.683,15.106
BPL,53.56,57.46,59.78,64.21,71.79,26.746,14.751
PATINTLOG,10.3,11.88,12.61,13.36,14.64,26.782,14.601
ONESOURCE,1322.9,1301.69,1438.39,1566.66,1656.73,26.839,15.035
WHIRLPOOL,904.25,884.96,906.41,996.55,1128.04,26.882,15.102
WENDT,6750.0,6976.09,7309.02,7847.66,8796.02,26.962,14.811
JSLL,660.6,695.04,700.37,733.75,873.45,27.007,14.346
SOMICONVEY,105.99,108.2,114.25,124.3,136.88,27.058,15.11
SHAKTIPUMP,537.55,604.28,648.74,698.42,750.31,27.165,15.123
HEXT,477.2,590.51,654.92,692.08,720.19,27.174,14.885
ARROWGREEN,418.7,438.22,466.93,505.2,552.16,27.213,15.13
AVANTIFEED,1334.5,1188.86,1016.68,906.84,825.64,27.218,14.981
KAMDHENU,21.55,21.98,22.94,24.56,27.86,27.281,14.893
BCLIND,28.12,29.16,30.44,32.98,36.87,27.433,15.219
JYOTISTRUC,12.41,11.12,10.7,11.63,14.1,27.457,14.418
MANINFRA,108.21,113.07,118.43,127.97,142.78,27.461,15.2
INFOBEAN,828.75,866.39,821.39,741.6,638.11,27.545,15.377
INTELLECT,697.0,757.42,852.22,919.88,949.47,27.554,15.395
URJA,9.51,10.0,10.53,11.34,12.63,27.609,15.226
DCW,48.72,51.13,53.38,58.16,64.61,27.671,15.471
PENIND,141.92,165.05,180.21,196.15,204.38,27.708,15.727
EIEL,160.41,170.1,183.64,200.11,214.61,27.747,15.586
BYKE,46.4,49.85,52.11,56.38,62.74,27.773,15.419
TNTELE,8.68,8.88,9.45,10.45,11.3,27.855,15.834
ORIENTLTD,62.75,62.82,67.91,73.82,80.31,27.865,15.502
ANUP,1630.6,1859.35,1987.81,2133.89,2314.12,27.89,15.438
STALLION,122.38,157.79,182.41,191.94,178.89,27.905,14.432
FOCUS,65.16,67.41,70.97,76.51,85.6,27.911,15.372
UNIINFO,13.97,14.43,15.08,16.02,18.33,27.918,15.08
ARKADE,115.98,120.78,128.61,141.29,153.25,27.995,15.82
SOLEX,957.3,1016.42,1140.99,1255.3,1284.79,28.034,16.007
MPSLTD,1539.7,1669.36,1809.63,1959.42,2101.49,28.066,15.654
OSWALGREEN,27.37,28.47,30.16,32.85,36.16,28.092,15.685
MTNL,29.69,31.41,33.35,36.21,39.78,28.178,15.696
ELECTCAST,69.41,72.54,74.32,79.84,92.2,28.316,15.485
DCXINDIA,171.51,175.13,179.77,195.57,223.71,28.325,15.698
TPHQ,0.57,0.6,0.61,0.64,0.76,28.4,15.083
LUXIND,918.05,960.02,1008.65,1094.4,1222.27,28.566,15.84
PVSL,86.94,103.56,112.62,119.95,128.4,28.579,15.695
BSHSL,90.95,92.51,97.34,105.66,118.53,28.614,15.831
SONATSOFTW,270.15,297.51,319.79,339.9,374.84,28.624,15.553
UNITECH,4.93,5.16,5.4,5.86,6.58,28.66,15.891
AGI,549.95,610.13,660.82,715.5,768.01,28.709,16.012
RMDRIP,122.43,113.05,101.85,91.27,77.8,28.792,15.837
AKSHAR,0.45,0.48,0.5,0.52,0.61,28.792,15.268
CONCORDBIO,1076.1,1178.31,1257.55,1358.07,1488.32,28.808,15.961
VINDHYATEL,1057.5,1143.93,1242.14,1330.77,1448.85,28.834,15.814
TRIGYN,52.74,59.07,62.48,67.06,74.32,28.924,15.909
SSDL,63.23,68.97,72.52,77.42,87.31,29.002,15.793
RAMASTEEL,7.32,7.7,8.35,9.05,9.84,29.275,16.234
NIRAJ,30.78,32.45,34.01,36.65,41.46,29.282,16.075
KALAMANDIR,112.36,116.17,127.07,139.63,149.12,29.323,16.525
HERANBA,208.68,216.3,228.22,249.26,277.52,29.337,16.349
ORIENTPPR,18.63,20.0,21.19,22.78,25.48,29.392,16.12
SURAJLTD,228.98,229.31,240.11,262.29,296.82,29.486,16.358
TIJARIA,4.54,5.15,5.18,5.57,6.49,29.521,16.227
MUFTI,84.85,91.48,94.94,102.16,116.55,29.548,16.192
LXCHEM,132.33,143.21,153.03,166.44,182.5,29.686,16.532
FIVESTAR,426.15,452.31,489.9,528.72,578.82,29.687,16.362
RADIOCITY,6.07,6.19,6.41,6.9,8.0,29.777,16.238
BAJAJHIND,15.24,16.32,17.3,18.67,20.87,29.819,16.407
ASAHISONG,214.62,227.12,239.02,258.87,291.2,29.857,16.47
MTARTECH,3759.2,3423.59,3016.46,2661.77,2300.45,29.877,16.511
APTECHT,88.31,89.6,91.46,99.64,116.02,29.92,16.504
CELEBRITY,7.88,8.24,8.55,9.32,10.59,29.934,16.59
ATAM,65.69,71.6,76.41,81.79,91.28,29.947,16.338
KPEL,289.2,304.19,322.52,352.25,390.81,29.953,16.69
THEINVEST,100.31,101.63,109.02,118.98,131.68,29.958,16.635
TATSILV,25.43,24.9,23.8,20.91,17.28,29.97,16.876
ORIENTALTL,6.92,7.27,7.74,8.46,9.34,29.979,16.703
STERTOOLS,228.15,235.9,249.91,270.57,304.33,29.993,16.506
HIKAL,200.56,202.0,210.84,229.32,262.17,29.999,16.535
IKIO,142.8,150.99,161.95,175.8,193.92,30.063,16.648
ABREL,1267.8,1361.15,1460.22,1584.26,1745.21,30.293,16.777
TARIL,302.52,281.26,286.22,324.37,372.96,30.311,17.257
HCC,18.17,19.19,19.87,21.64,24.7,30.347,16.796
SUBEXLTD,9.71,10.07,10.56,11.33,13.03,30.455,16.563
TEAMLEASE,1259.5,1372.26,1461.95,1570.42,1756.85,30.535,16.703
DIAMINESQ,235.1,243.71,253.94,274.87,315.52,30.547,16.757
THOMASCOOK,107.13,115.59,126.55,137.46,148.35,30.581,16.987
SINTERCOM,80.26,88.78,95.88,103.91,113.36,30.634,16.984
UNICHEMLAB,354.65,379.47,403.4,436.45,488.25,30.671,16.889
ESSENTIA,1.36,1.46,1.5,1.61,1.88,30.806,16.715
OSWALAGRO,47.61,50.59,53.9,59.45,65.26,30.818,17.354
NDGL,2525.0,2613.66,2773.56,3065.96,3392.51,30.846,17.353
KRITIKA,6.11,6.6,6.92,7.45,8.49,30.864,16.874
AIRAN,16.62,17.05,17.39,19.21,22.18,30.87,17.26
VIKASECO,1.48,1.52,1.58,1.7,1.98,30.927,16.856
KNRCON,135.32,143.45,149.25,161.48,185.41,31.006,17.009
ANMOL,11.61,12.35,12.94,13.84,15.96,31.132,16.857
PALREDTEC,37.15,39.41,41.1,44.27,50.98,31.167,17.005
DHUNINV,981.3,1005.97,1082.44,1182.84,1313.03,31.291,17.351
JISLJALEQS,34.84,36.5,38.52,42.12,47.4,31.307,17.375
NETWORK18,34.69,37.41,39.71,43.02,48.27,31.316,17.245
KCPSUGIND,22.27,22.84,24.18,26.37,29.84,31.439,17.356
AGARIND,557.65,653.14,695.4,749.74,828.58,31.46,17.354
SAURASHCEM,65.59,70.0,75.89,83.36,90.66,31.491,17.644
SHIVAMAUTO,19.92,21.41,22.7,24.75,27.72,31.695,17.558
UGROCAP,114.53,134.53,148.88,159.23,170.89,31.746,17.379
NDTV,80.76,84.51,87.48,94.58,110.24,31.858,17.396
ARIHANTSUP,251.7,274.48,298.3,327.36,354.69,31.865,17.856
FOODSIN,60.03,63.63,66.82,72.9,82.91,32.112,17.742
CUPID,416.9,420.65,408.19,361.9,286.3,32.226,17.964
SURAJEST,211.76,225.04,237.24,255.39,293.4,32.281,17.569
DANGEE,3.04,3.24,3.39,3.66,4.22,32.308,17.65
GTECJAINX,19.0,19.73,21.03,22.45,25.89,32.411,17.456
SAKUMA,1.89,1.96,2.05,2.22,2.57,32.432,17.716
SHOPERSTOP,315.9,365.01,386.08,419.28,467.69,32.502,18.003
KAYNES,3838.6,3843.62,4071.0,4631.05,5092.79,32.542,18.703
ORIENTCEM,157.87,161.74,167.09,182.47,213.15,32.559,17.903
SUPREME,55.55,59.32,65.0,71.25,77.41,32.563,18.157
SHALPAINTS,55.48,60.63,63.42,68.01,78.72,32.619,17.688
EMAMIREAL,66.75,71.03,75.84,83.55,92.8,32.621,18.236
HLVLTD,8.13,8.65,8.98,9.71,11.31,32.627,17.803
FCSSOFT,1.61,1.69,1.77,1.93,2.21,32.677,17.999
OILCOUNTUB,47.09,49.32,53.55,59.62,64.71,32.7,18.498
ACCURACY,4.81,5.07,5.33,5.8,6.64,32.723,17.999
INDOFARM,141.3,152.04,170.48,186.51,198.39,32.797,18.289
HINDCOPPER,563.45,577.79,535.84,466.36,392.58,32.872,18.491
ADSL,119.07,125.48,135.09,148.04,164.63,32.881,18.253
CYBERTECH,115.26,128.34,135.44,145.33,166.25,32.897,17.879
VAISHALI,7.68,7.98,8.39,9.16,10.53,33.152,18.233
RADIANTCMS,37.16,42.31,46.23,49.74,54.69,33.31,18.227
VALIANTLAB,59.34,60.74,64.19,70.41,80.69,33.61,18.55
MOL,51.09,54.57,58.89,65.0,71.91,33.954,18.971
MADHUCON,4.76,5.05,5.45,5.95,6.67,33.962,18.721
EMUDHRA,443.55,492.9,532.75,580.65,644.06,34.08,18.84
KRITI,84.48,82.5,85.07,95.25,111.34,34.14,19.078
FMNL,8.5,8.33,8.68,9.67,11.24,34.199,19.048
3IINFOLTD,14.1,15.03,15.72,17.16,19.89,34.495,18.95
ASHIMASYN,15.0,16.46,17.36,19.0,21.64,34.536,19.087
KPITTECH,760.5,921.55,1031.27,1106.45,1185.1,34.655,18.975
ALANKIT,9.23,9.43,9.96,10.9,12.63,34.723,19.055
PRAXIS,8.16,8.18,8.64,9.55,11.03,34.923,19.322
PEARLPOLY,19.19,19.46,20.91,23.21,26.17,34.975,19.483
CEWATER,323.4,374.22,403.0,434.03,488.09,35.21,19.205
PILITA,8.56,8.84,9.43,10.52,11.87,35.494,19.873
GLOBALE,10.92,11.6,11.84,12.43,15.48,35.518,18.658
BETA,1046.5,1265.9,1423.99,1543.52,1637.82,35.539,19.673
HAPPSTMNDS,362.8,390.87,421.89,461.4,519.99,35.589,19.61
SYNGENE,437.1,468.06,530.34,577.84,623.62,35.591,19.607
SERVOTECH,74.49,78.26,80.38,90.43,104.83,35.669,20.083
SBGLP,29.47,31.19,32.53,34.26,41.71,35.686,18.824
EVERESTIND,394.3,413.53,451.22,495.98,554.27,35.695,19.739
IITL,128.67,133.72,145.65,158.88,179.73,35.758,19.593
SEPC,7.94,8.76,9.14,9.91,11.6,35.764,19.489
DUCON,3.39,3.59,3.69,4.07,4.8,35.852,19.821
CLEAN,725.7,774.98,831.08,912.31,1036.08,35.979,19.855
21STCENMGM,36.67,38.64,41.38,44.89,51.88,36.122,19.657
DPWIRES,154.1,166.86,180.41,196.66,222.66,36.205,19.859
ZAGGLE,224.15,269.76,299.43,325.93,351.02,36.255,20.098
INOXWIND,95.03,103.6,112.49,123.77,138.19,36.394,20.176
SDBL,79.85,86.99,95.51,106.3,116.05,36.396,20.451
CONFIPET,31.54,32.66,34.11,37.39,44.16,36.473,19.97
UTKARSHBNK,15.26,14.01,14.56,16.08,19.57,36.473,19.896
LFIC,128.57,136.41,150.41,167.16,183.36,36.517,20.429
NECCLTD,14.43,15.04,16.32,17.97,20.31,36.556,20.179
LAL,7.65,8.02,8.4,9.12,10.82,36.698,19.903
MAPMYINDIA,1075.4,1227.96,1384.01,1512.43,1623.3,36.762,20.371
THEMISMED,85.61,88.85,93.15,101.71,120.32,36.763,20.049
BALAJEE,30.82,33.87,36.28,39.59,45.25,36.917,20.248
KEEPLEARN,1.96,2.06,2.23,2.44,2.78,37.034,20.322
DAMCAPITAL,157.16,171.11,187.61,204.7,229.35,37.059,20.342
KHAICHEM,58.53,62.42,69.69,79.3,84.2,37.206,21.342
NIITLTD,71.7,76.54,81.96,90.32,103.3,37.316,20.601
RKEC,45.29,46.17,49.44,54.72,63.1,37.38,20.633
BAJAJELEC,370.0,393.96,424.38,465.84,532.47,37.436,20.586
ZODIAC,246.7,267.54,283.73,314.67,359.96,37.462,20.821
REFEX,235.71,238.72,254.9,287.93,327.05,37.476,21.074
POLYMED,1287.1,1391.1,1553.58,1706.75,1875.29,37.619,20.793
TECILCHEM,13.08,14.76,16.2,17.65,19.68,37.66,20.687
MBLINFRA,26.91,27.32,29.32,32.76,37.47,37.712,20.987
RKSWAMY,99.74,106.62,110.56,121.1,144.23,37.717,20.619
BHARATRAS,1571.8,1739.99,1951.44,2160.45,2335.18,37.867,21.15
CTE,30.75,34.32,36.83,39.78,46.03,38.077,20.639
LYKALABS,61.36,68.55,73.63,80.74,91.99,38.193,21.027
GATECHDVR,0.47,0.47,0.48,0.51,0.65,38.283,20.155
ECOSMOBLTY,152.87,176.68,191.13,209.37,235.47,38.455,21.216
ZENITHSTL,4.99,5.3,6.01,6.68,7.22,38.552,21.525
QUESS,199.92,206.71,210.37,226.71,284.2,38.764,20.745
SADBHAV,10.22,8.14,8.64,9.86,12.11,38.841,21.399
SMLT,70.77,75.07,79.81,87.97,102.64,38.953,21.398
RAJSREESUG,26.08,28.98,31.34,34.3,39.14,38.99,21.387
PROTEAN,594.0,630.66,678.8,743.68,862.57,39.041,21.341
SULA,172.39,183.39,197.0,216.75,250.91,39.167,21.493
GOLDTECH,40.76,42.81,46.43,51.34,58.87,39.404,21.707
GTPL,68.83,75.79,83.87,92.36,103.08,39.649,21.882
HINDCON,20.76,22.19,24.19,26.76,30.45,39.758,21.945
MITTAL,0.99,1.01,1.09,1.22,1.41,39.789,22.072
LIKHITHA,151.31,162.6,173.56,192.57,223.26,40.087,22.137
RTNINDIA,30.42,34.62,37.64,41.67,46.82,40.105,22.263
ELGIRUBCO,38.81,40.87,43.88,48.95,56.49,40.235,22.294
VIKASLIFE,1.49,1.63,1.72,1.87,2.23,40.281,21.802
NOVAAGRI,30.14,31.95,35.15,39.12,44.12,40.38,22.388
PAVNAIND,23.48,22.41,23.25,26.77,31.9,40.409,22.707
MASTERTR,84.61,91.45,101.24,112.7,125.85,40.657,22.586
LASA,8.26,8.69,9.23,9.95,12.05,40.77,21.835
VAKRANGEE,6.69,6.93,7.25,7.82,9.67,40.924,21.888
RPPINFRA,78.7,84.54,91.67,101.96,116.98,41.215,22.787
VIPCLOTHNG,21.38,24.29,27.17,30.05,33.14,41.412,22.948
UDS,154.23,160.06,169.36,189.63,224.15,41.558,22.97
VISHWARAJ,5.58,5.93,6.36,7.0,8.26,41.716,22.761
PPL,202.3,212.79,223.94,249.84,297.44,41.846,23.057
TRACXN,32.24,34.57,37.19,41.34,48.14,42.106,23.199
AKSHOPTFBR,4.73,5.21,5.69,6.33,7.21,42.184,23.331
TARSONS,185.49,201.18,213.91,238.86,279.66,42.308,23.396
SARVESHWAR,3.91,4.06,4.26,4.78,5.72,42.325,23.381
NPST,1130.8,1240.07,1344.2,1507.7,1719.1,42.362,23.591
JAIBALAJI,60.85,67.56,69.92,76.91,93.81,43.135,23.482
FIRSTCRY,212.65,246.53,269.46,295.81,339.1,43.532,23.831
GANECOS,779.1,766.6,804.97,920.48,1107.52,43.759,24.35
HGINFRA,569.0,637.21,691.78,771.33,887.1,43.917,24.289
SHEKHAWATI,12.52,14.45,16.14,17.99,19.96,43.999,24.466
EXICOM,94.78,98.97,105.61,117.3,141.28,44.642,24.378
TRANSWORLD,142.88,165.59,178.54,198.89,230.5,45.427,25.088
CHEMFAB,390.6,397.2,424.03,481.85,574.9,45.492,25.213
BLUEJET,409.4,406.82,458.09,526.2,593.16,45.516,25.531
ODIGMA,26.56,28.64,30.1,32.72,40.73,45.528,24.404
RPOWER,25.44,27.74,30.98,35.36,39.33,45.532,25.638
DEVIT,23.8,28.62,32.01,35.4,39.65,46.329,25.54
