symbol,token,close,open,high,low,volume,change_pct,rsi_14,sma_20,sma_50,ema_12,ema_26,ema_20,ema_50,ema_100,ema_200,supertrend,supertrend_dir,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr,volume_ratio,scan_date,score
APOLLOHOSP,40193,7152.5,7080.0,7176.5,6994.0,668962,0.42825049143499017,51.06267029972752,7030.475,,7033.480823666135,7042.178555914332,7035.327620997321,7060.808186903598,7074.438630362989,7082.227351787846,,1,-8.697732248197099,-36.046895095948905,27.349162847751806,7399.510367724531,7030.475,6661.43963227547,156.64285714285714,1.5663820793837893,2026-02-07,26.706596201734236
GATECHDVR,4353,0.49,0.51,0.52,0.48,955889,4.255319148936175,57.142857142857146,0.45499999999999996,,0.45671170018797347,0.46168014941684477,0.45884190477759723,0.47059007840008915,0.4787291048940657,0.4839392352395273,,1,-0.004968449228871297,-0.010158400028617726,0.005189950799746429,0.49526229789243226,0.45499999999999996,0.41473770210756766,0.03285714285714287,1.475309692814423,2026-02-07,20.151837584934366
