date,open,high,low,close,volume,rsi_14,sma_20,sma_50,ema_12,ema_26,ema_20,ema_50,ema_100,ema_200,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr,supertrend,supertrend_dir,volume_sma_20,volume_ratio,symbol,token,stop_loss,target_1,target_2,risk_pct,reward_1_pct,reward_2_pct,rr_ratio_1,rr_ratio_2,scan_date,strategy
2026-01-08 00:00:00+05:30,2275.0,2275.9,2205.0,2214.0,792800,47.28048346960538,2248.835,2301.0919999999996,2249.335353404141,2261.514027176903,2254.379675895634,2291.5074470649133,2325.906985183212,2347.1390354380087,-12.178673772761613,-17.713004714982546,5.534330942220933,2299.4700939254435,2248.835,2198.1999060745566,38.000000000000036,,1.0,752050.3,1.054184806521585,ADANIENT,6401,2138.0,2290.0,2328.0,3.4327009936766033,3.4327009936766033,5.149051490514905,1.0,1.5,2026-02-07,Sell Below 10MA
2026-02-01 00:00:00+05:30,1419.8,1453.9,1325.0,1344.9,1975061,39.294117647058826,1417.31,1464.464,1393.643907139115,1420.306812560508,1410.3631117722298,1439.3639381937242,1436.15999946777,1400.4170054491337,-26.662905421392907,-25.278599829456958,-1.3843055919359486,1515.0778862354528,1417.31,1319.5421137645471,50.10000000000004,,1.0,2171476.45,0.9095475108652455,ADANIPORTS,3861249,1244.7,1445.1000000000001,1495.2000000000003,7.45036805710462,7.45036805710462,11.175552085656939,1.0,1.5000000000000013,2026-02-07,Sell Below 10MA
2026-01-16 00:00:00+05:30,6950.0,7299.0,6950.0,7235.5,501597,53.82763601348098,7166.6,7250.14,7239.816483630002,7217.689771082184,7216.5830956274785,7277.517024487574,7349.516098717186,7310.94557311681,22.126712547817988,-0.9286252992673854,23.055337847085372,7448.666546832646,7166.6,6884.533453167354,146.5,,1.0,362859.4,1.382345338166794,APOLLOHOSP,40193,6942.5,7528.5,7675.0,4.049478266878585,4.049478266878585,6.0742174003178775,1.0,1.5,2026-02-07,Sell Below 10MA
2026-01-14 00:00:00+05:30,2884.0,2884.0,2807.3,2813.9,958254,53.092334494773525,2799.995,2814.3660000000004,2823.744174955004,2809.544749212622,2815.533545416815,2768.044856278133,2677.412263708186,2577.3758179185634,14.199425742382118,7.986473772257363,6.212951970124755,2881.4869686064853,2799.995,2718.5030313935144,54.35714285714289,,1.0,1153039.65,0.831067691384247,ASIANPAINT,60417,2705.1857142857143,2922.614285714286,2976.971428571429,3.8634736740568525,3.8634736740568525,5.795210511085287,1.0,1.5000000000000022,2026-02-07,Sell Below 10MA
2026-02-02 00:00:00+05:30,1339.0,1352.7,1302.9,1311.5,8647298,56.065040650406495,1301.17,1276.732,1316.5147151461656,1297.1555498125363,1304.1134481199786,1275.7539937582278,1241.6398561809394,1203.571413644419,19.359165333629335,15.628370209164576,3.730795124464759,1360.7711338641652,1301.17,1241.568866135835,41.39285714285716,,1.0,8346174.85,1.0360791806320713,AXISBANK,1510401,1228.7142857142858,1394.2857142857142,1435.6785714285716,6.312292358803982,6.312292358803982,9.468438538205989,1.0,1.5000000000000024,2026-02-07,Sell Below 10MA
2025-12-12 00:00:00+05:30,9065.0,9089.5,8960.0,9015.0,356060,50.43885313048567,9018.025,8962.18,9024.33176933964,8999.925313164475,9010.516981624607,8950.90526133542,8806.92912307739,8553.089914014769,24.40645617516566,30.20682281456705,-5.800366639401393,9166.207133662823,9018.025,8869.842866337176,146.10714285714286,,1.0,355840.5,1.0006168494030332,BAJAJ-AUTO,4267265,8722.785714285714,9307.214285714286,9453.32142857143,3.241423025116875,3.241423025116875,4.862134537675312,1.0,1.4999999999999998,2026-02-07,Sell Below 10MA
2026-01-20 00:00:00+05:30,2017.0,2018.3,1950.2,1958.7,1572563,31.32928847214555,2020.575,2044.556,2007.0529094688718,2023.2976530112871,2017.3912181798466,2036.0373424237027,2037.121448869698,2024.593707532218,-16.244743542415335,-12.759599428251175,-3.485144114164161,2066.409938408897,2020.575,1974.7400615911033,32.407142857142894,,1.0,1264242.2,1.2438779531327147,BAJAJFINSV,4268801,1893.8857142857144,2023.5142857142857,2055.921428571429,3.309046087419497,3.309046087419497,4.963569131129257,1.0,1.5000000000000036,2026-02-07,Sell Below 10MA
2026-01-20 00:00:00+05:30,975.7,975.7,927.9,933.2,9001207,30.534351145038215,976.2375,1000.689,961.1366508058381,977.9160582463973,971.6746511308189,991.0678128331687,988.6613912082563,969.7700084798548,-16.779407440559112,-14.585917698157619,-2.1934897424014927,1022.5901740839938,976.2375,929.8848259160061,22.078571428571447,,1.0,6940553.1,1.2969005308813213,BAJFINANCE,81153,889.0428571428572,977.3571428571429,999.4357142857144,4.731798420182473,4.731798420182473,7.097697630273722,1.0,1.5000000000000027,2026-02-07,Sell Below 10MA
2025-11-26 00:00:00+05:30,2104.0,2134.9,2097.5,2126.8,43174047,55.094219099329315,2100.795,2014.744,2126.090261762948,2086.21889899706,2102.4497925715923,2038.0672361640582,1983.8760422315231,1928.5872017271834,39.87136276588808,39.193711130294176,0.6776516355939037,2198.1845158088163,2100.795,2003.4054841911839,37.74285714285717,,1.0,12404951.1,3.4803883265609974,BHARTIARTL,2714625,2051.3142857142857,2202.2857142857147,2240.028571428572,3.5492624734678615,3.5492624734678615,5.3238937102017925,1.0,1.5,2026-02-07,Sell Below 10MA
2026-01-06 00:00:00+05:30,367.25,367.3,353.85,360.5,6881934,52.60000000000002,358.14250000000004,353.587,362.7820087943511,358.0936845091338,359.95366179032686,350.87841668771586,338.4797652466354,322.848510070993,4.688324285217277,4.229775068916729,0.4585492163005478,374.8403812081674,358.14250000000004,341.4446187918327,8.192857142857147,,1.0,5635131.15,1.2212553384848903,BPCL,134657,344.1142857142857,376.8857142857143,385.0785714285714,4.545274420447795,4.545274420447795,6.817911630671684,1.0,1.4999999999999982,2026-02-07,Sell Below 10MA
