symbol,token,close,open,high,low,volume,change_pct,rsi_14,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr,volume_ratio,stop_loss,target_1,target_2,risk_pct,reward_1_pct,reward_2_pct,rr_ratio_1,rr_ratio_2,strategy
BHARTIARTL,2714625,2023.0,1994.0,2049.7,1988.5,13503306,1.5358361774743983,52.75190516511431,1997.325,,1997.2769144080662,2015.4551539075255,-18.178239499459323,-25.015136201797873,6.836896702338549,2051.5391125538317,1997.325,1943.1108874461681,47.22142857142857,1.9961583654927488,1928.557142857143,2117.442857142857,2164.6642857142856,4.668455617541131,4.668455617541131,7.0026834263116955,1.0,1.4999999999999998,Pyramiding
