date,open,high,low,close,volume,rsi_14,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr,volume_sma_20,volume_ratio,change_pct,symbol,token,pyramid_level,add_size_pct,trailing_stop,swing_low_stop,recommended_stop,vol_ratio,stop_loss,target_1,target_2,risk_pct,reward_1_pct,reward_2_pct,rr_ratio_1,rr_ratio_2,scan_date,strategy,ema50,ema200,ema_alignment
2025-11-19 00:00:00+05:30,1595.3,1669.5,1588.6,1662.6,6342672,72.96118621892717,1555.555,1493.7519999999997,1583.9059537199919,1548.378397921624,35.527555798367985,27.692204444756232,7.8353513536117525,1639.0861848479706,1555.555,1472.0238151520296,28.585714285714353,2293863.4,2.7650609011853104,4.22517552657973,HCLTECH,1850625,1.0,100.0,1591.14,1574.1,1591.14,2.77,1619.7214285714283,1748.357142857143,1776.9428571428573,2.579007062947889,5.158014125895765,6.877352167861024,1.999999999999995,2.6666666666666616,2026-02-22,Pyramiding,,,
2025-08-07 00:00:00+05:30,4430.0,4674.9,4422.3,4660.7,2121194,63.84809064204783,4374.714999999999,4332.248,4431.115192342009,4376.1932092546085,54.921983087400804,25.15412682981386,29.767856257586946,4613.515240456542,4374.714999999999,4135.914759543456,111.11428571428554,690806.85,3.070603599254987,4.152048090460127,HEROMOTOCO,345089,1.0,100.0,4382.91,4240.0,4382.91,3.07,4494.028571428572,4938.485714285714,5049.599999999999,3.5761029152579638,5.960171525429952,8.344240135601941,1.66666666666667,2.3333333333333406,2026-02-22,Pyramiding,,,
2025-10-03 00:00:00+05:30,766.0,790.6,764.1,780.35,6522416,65.97421203438398,750.3325,719.099,755.3052526295317,742.6184486965693,12.686803932962334,11.719050134223764,0.9677537987385705,770.7363766956361,750.3325,729.9286233043639,15.72142857142858,3857577.3,1.6908062995911968,1.880018277955477,HINDALCO,348929,1.0,100.0,741.05,731.95,741.05,1.69,756.7678571428571,827.5142857142857,843.2357142857144,3.021995624673917,6.04399124934782,8.058654999130436,1.9999999999999953,2.6666666666666634,2026-02-22,Pyramiding,,,
2025-08-26 00:00:00+05:30,2624.6,2705.0,2624.6,2692.6,4348648,69.26079531593072,2550.935,2452.086,2598.1084547996325,2542.9354574246945,55.17299737493795,43.20966130111236,11.963336073825587,2696.64712101444,2550.935,2405.22287898556,53.56428571428575,1846920.25,2.354540213634021,2.3179814561483507,HINDUNILVR,356865,1.0,100.0,2558.69,2588.5,2588.5,2.35,2612.2535714285714,2853.292857142857,2906.857142857143,2.983971944270539,5.967943888541078,7.957258518054788,2.0,2.6666666666666723,2026-02-22,Pyramiding,,,
2026-01-01 00:00:00+05:30,865.45,891.6,863.5,890.2,4244931,71.57520726411371,849.1924999999999,832.132,854.420383479005,846.2409660384969,8.179417440508018,6.341853095159832,1.837564345348186,877.2382197222203,849.1924999999999,821.1467802777795,18.72857142857143,3109150.15,1.365302669605712,3.0085628326776206,INDUSINDBK,1346049,1.0,100.0,843.38,833.25,843.38,1.37,862.1071428571429,937.0214285714286,955.75,3.155791635908465,5.259652726514104,7.363513817119744,1.6666666666666654,2.333333333333331,2026-02-22,Pyramiding,,,
2025-08-18 00:00:00+05:30,1060.0,1084.0,1050.0,1079.8,3252940,66.430412371134,1044.675,1031.084,1052.7906892802055,1044.6030856549824,8.187603625223119,6.69824684510062,1.489356780122499,1072.280558174129,1044.675,1017.0694418258709,24.478571428571424,1768246.1,1.8396421176893871,3.2807269249163036,JSWSTEEL,3001089,1.0,100.0,1018.6,1038.9,1038.9,1.84,1043.0821428571428,1153.2357142857143,1177.7142857142856,3.4004312968009964,6.800862593601993,9.067816791469308,2.0,2.666666666666662,2026-02-22,Pyramiding,,,
2025-10-06 00:00:00+05:30,422.8,430.9,418.6,429.2,25764180,74.7875354107649,403.605,400.07,409.25322538665426,404.95898816705295,4.294237219601314,1.6536526758176842,2.6405845437836297,423.5114628489823,403.605,383.6985371510177,7.6642857142857155,21020133.25,1.2256906125939997,2.1661509164484563,KOTAKBANK,492033,1.0,100.0,410.04,394.1,410.04,1.23,417.7035714285714,448.36071428571427,456.025,2.6785714285714275,4.464285714285713,6.249999999999997,1.6666666666666667,2.3333333333333335,2026-02-22,Pyramiding,,,
2025-10-15 00:00:00+05:30,3747.0,3843.9,3744.3,3828.7,2575918,67.26097615333182,3711.9850000000006,3647.578,3744.4081711734107,3699.454503961644,44.953667211766515,36.841626444557406,8.112040767209109,3814.37550685848,3711.9850000000006,3609.594493141521,66.52142857142859,1891651.8,1.3617294683937076,2.2540928878561983,LT,2939649,1.0,100.0,3662.4,3730.1,3730.1,1.36,3728.917857142857,3995.0035714285714,4061.5249999999996,2.6061624796182215,4.34360413269704,6.081045785775847,1.6666666666666683,2.333333333333332,2026-02-22,Pyramiding,,,
2025-08-18 00:00:00+05:30,3350.0,3432.0,3335.3,3383.1,5787481,67.55825734549137,3230.4550000000004,3170.7339999999995,3247.1392699672997,3215.7893774938543,31.34989247344538,20.084541436562457,11.265351036882922,3332.604312283544,3230.4550000000004,3128.3056877164568,78.14285714285714,2457671.85,2.35486320112264,3.6044588718074295,M&M,519937,1.0,100.0,3187.74,3130.3,3187.74,2.35,3265.885714285714,3617.5285714285715,3695.6714285714284,3.4647005915960447,6.929401183192089,9.239201577589442,2.0,2.666666666666664,2026-02-22,Pyramiding,,,
2026-01-29 00:00:00+05:30,350.0,360.5,347.3,358.15,20624409,56.909361069836514,343.51250000000005,331.694,344.48250697838574,339.90243528906274,4.580071689323006,3.9161176869954777,0.6639540023275283,357.6319854162979,343.51250000000005,329.3930145837022,8.482142857142858,11583490.95,1.780500290372308,2.901881913518163,NTPC,2977281,1.0,100.0,336.94,336.1,336.94,1.78,345.4267857142857,379.35535714285714,387.8375,3.552482000757861,5.920803334596445,8.289124668435013,1.6666666666666696,2.333333333333335,2026-02-22,Pyramiding,,,
2025-10-24 00:00:00+05:30,242.2,245.45,241.15,243.15,17882209,71.2871287128713,233.805,228.493,236.6126649532975,233.2200427953514,3.392622157946107,2.6412942648225677,0.7513278931235394,242.07255866721172,233.805,225.5374413327883,4.042857142857143,9966773.25,1.7941823849559335,1.0388531061707875,ONGC,633601,1.0,100.0,233.04,233.4,233.4,1.79,237.0857142857143,255.27857142857144,259.32142857142856,2.494051291090157,4.988102582180314,6.6508034429070735,2.0,2.6666666666666616,2026-02-22,Pyramiding,,,
2025-11-19 00:00:00+05:30,1762.0,1790.3,1751.1,1784.1,2131124,70.08244994110711,1714.55,1665.23,1736.148317547947,1708.3721062718514,27.776211276095637,21.76163890766707,6.014572368428567,1775.249171935733,1714.55,1653.8508280642668,28.314285714285706,1659972.75,1.28383071348611,1.4384807823516008,SUNPHARMA,857857,1.0,100.0,1713.31,1725.4,1725.4,1.28,1741.6285714285714,1854.8857142857141,1883.1999999999998,2.3805520190251968,3.9675866983753276,5.554621377725459,1.6666666666666665,2.3333333333333335,2026-02-22,Pyramiding,,,
2025-10-29 00:00:00+05:30,183.67,186.94,182.05,185.19,51610530,72.71169009256084,173.65949999999998,168.8168,176.35493617535218,173.41802090999354,2.9369152653586355,2.0374098871929784,0.899505378165657,181.81704471575136,173.65949999999998,165.5019552842486,3.837857142857144,27486350.15,1.877678546563957,1.8590836587646418,TATASTEEL,895745,1.0,100.0,175.6,173.64,175.6,1.88,179.43321428571429,196.70357142857142,200.54142857142858,3.1085834625442588,6.2171669250885175,8.289555900118033,2.0,2.66666666666667,2026-02-22,Pyramiding,,,
2026-01-16 00:00:00+05:30,11800.0,12405.0,11800.0,12378.0,454481,70.59238363892807,11903.2,11765.28,12071.205322131453,11928.458774766783,142.74654736466982,99.0413644386903,43.70518292597953,12422.837768571833,11903.2,11383.562231428168,227.28571428571428,227316.2,1.9993339673987158,1.003671970624235,ULTRACEMCO,2952193,1.0,100.0,11809.79,11786.0,11809.79,2.0,12037.07142857143,13059.857142857143,13287.142857142857,2.754310643307244,5.508621286614503,7.344828382152666,2.0000000000000053,2.666666666666672,2026-02-22,Pyramiding,,,
2025-07-21 00:00:00+05:30,688.0,717.55,682.45,713.75,8073738,67.54313886606414,668.885,649.765,678.4720738876406,667.155677422958,11.316396464682612,7.688264413809955,3.6281320508726562,705.9117769394837,668.885,631.8582230605163,16.453571428571397,2488422.95,3.2445199880510662,3.9164300793477436,UPL,2889473,1.0,100.0,672.62,661.95,672.62,3.24,689.0696428571429,763.1107142857142,779.5642857142856,3.4578433825369013,6.9156867650737865,9.220915686765055,1.9999999999999953,2.6666666666666625,2026-02-22,Pyramiding,,,
2026-02-20 00:00:00+05:30,1281.9,1292.4,1275.0,1280.4,1753200,78.67603983596952,1247.71,1243.82,1266.3873945530556,1251.0886398076887,15.298754745366978,10.635826498051859,4.662928247315119,1312.6532432367296,1247.71,1182.7667567632705,25.750000000000018,1242141.55,1.4114333426814358,-0.1481712547765627,DRREDDY,225537,,,,,,,1241.775,1344.775,1370.525,3.0166354264292408,5.027725710715401,7.038815995001562,1.6666666666666667,2.3333333333333335,2026-02-22,Golden Crossover,1245.81946013053,1244.5070251985157,0.10545821802852688
