entry_date,exit_date,entry_price,exit_price,stop,target_1,target_2,shares,pnl,pnl_pct,exit_reason,hold_days,atr,symbol,strategy
2025-12-04 00:00:00+05:30,2026-01-16 00:00:00+05:30,9005.0,9489.0,8631.88,9602.0,9900.5,5,968.0,2.15,max_hold,30,149.25,BAJAJ-AUTO,Trend Following
2026-01-21 00:00:00+05:30,2026-02-01 00:00:00+05:30,406.5,406.5,383.71,442.97,461.21,87,0.0,0.0,stop_loss,8,9.12,BEL,Trend Following
2026-02-03 00:00:00+05:30,2026-02-20 00:00:00+05:30,460.0,441.15,415.65,530.96,566.44,45,-848.25,-4.1,max_hold,14,17.74,BEL,Trend Following
2026-02-09 00:00:00+05:30,2026-02-20 00:00:00+05:30,386.5,366.3,356.9,433.86,457.54,67,-1353.4,-5.23,max_hold,10,11.84,BPCL,Trend Following
2025-12-23 00:00:00+05:30,2026-01-21 00:00:00+05:30,6083.0,5805.77,5805.77,6526.57,6748.36,7,-1940.63,-4.56,stop_loss,20,110.89,BRITANNIA,Trend Following
2026-01-23 00:00:00+05:30,2026-02-20 00:00:00+05:30,5950.0,6098.5,5621.16,6476.14,6739.21,6,891.0,2.5,max_hold,21,131.54,BRITANNIA,Trend Following
2025-11-25 00:00:00+05:30,2026-01-06 00:00:00+05:30,1500.2,1530.8,1455.45,1571.8,1607.6,44,1346.4,2.04,max_hold,30,17.9,CIPLA,Trend Following
2025-11-25 00:00:00+05:30,2025-12-24 00:00:00+05:30,372.6,402.02,360.34,392.21,402.02,163,3971.89,6.54,target_2,22,4.9,COALINDIA,Trend Following
2025-12-29 00:00:00+05:30,2026-01-14 00:00:00+05:30,404.0,441.2,388.5,428.8,441.2,129,3968.0,7.61,target_2,13,6.2,COALINDIA,Trend Following
2025-11-25 00:00:00+05:30,2026-01-06 00:00:00+05:30,6355.0,6642.5,6034.82,6867.29,7123.43,6,1725.0,4.52,max_hold,30,128.07,DIVISLAB,Trend Following
2025-12-09 00:00:00+05:30,2026-01-08 00:00:00+05:30,1266.5,1218.59,1218.59,1343.16,1381.49,41,-1964.34,-3.78,stop_loss,22,19.16,DRREDDY,Trend Following
2026-01-12 00:00:00+05:30,2026-01-20 00:00:00+05:30,1210.0,1162.27,1162.27,1286.37,1324.56,41,-1957.02,-3.94,stop_loss,6,19.09,DRREDDY,Trend Following
2026-02-20 00:00:00+05:30,2026-02-20 00:00:00+05:30,1281.9,1280.4,1215.65,1387.9,1440.9,30,-45.0,-0.12,max_hold,1,26.5,DRREDDY,Trend Following
2025-11-26 00:00:00+05:30,2026-01-07 00:00:00+05:30,7258.0,7582.5,6888.98,7848.43,8143.64,5,1622.5,4.47,max_hold,30,147.61,EICHERMOT,Trend Following
2026-02-18 00:00:00+05:30,2026-02-20 00:00:00+05:30,8024.0,7936.5,7492.84,8873.86,9298.79,3,-262.5,-1.09,max_hold,3,212.46,EICHERMOT,Trend Following
2025-11-25 00:00:00+05:30,2026-01-06 00:00:00+05:30,2688.1,2865.3,2559.31,2894.16,2997.19,15,2658.0,6.59,max_hold,30,51.51,GRASIM,Trend Following
2026-01-08 00:00:00+05:30,2026-01-20 00:00:00+05:30,2821.0,2718.45,2718.45,2985.09,3067.13,19,-1948.52,-3.64,stop_loss,8,41.02,GRASIM,Trend Following
2026-01-22 00:00:00+05:30,2026-02-20 00:00:00+05:30,2742.5,2832.8,2614.07,2947.99,3050.73,15,632.1,1.54,max_hold,22,51.37,GRASIM,Trend Following
2025-11-25 00:00:00+05:30,2026-01-06 00:00:00+05:30,1618.3,1616.3,1539.98,1743.61,1806.27,25,-50.0,-0.12,max_hold,30,31.33,HCLTECH,Trend Following
2025-11-25 00:00:00+05:30,2026-01-06 00:00:00+05:30,1004.0,971.08,971.08,1056.67,1083.01,60,-1975.18,-3.28,stop_loss,30,13.17,HDFCBANK,Trend Following
2026-01-28 00:00:00+05:30,2026-02-19 00:00:00+05:30,2403.1,2280.06,2280.06,2599.96,2698.39,16,-1968.57,-5.12,stop_loss,18,49.21,HINDUNILVR,Trend Following
2026-01-13 00:00:00+05:30,2026-01-19 00:00:00+05:30,1420.0,1369.38,1369.38,1501.0,1541.5,39,-1974.38,-3.57,stop_loss,4,20.25,ICICIBANK,Trend Following
2026-01-21 00:00:00+05:30,2026-02-20 00:00:00+05:30,1367.5,1394.5,1299.59,1476.16,1530.49,29,783.0,1.97,max_hold,23,27.16,ICICIBANK,Trend Following
2025-11-25 00:00:00+05:30,2026-01-06 00:00:00+05:30,836.05,914.25,776.18,931.84,979.73,33,2580.6,9.35,max_hold,30,23.95,INDUSINDBK,Trend Following
2025-11-25 00:00:00+05:30,2026-01-06 00:00:00+05:30,1549.0,1612.2,1470.61,1674.43,1737.14,25,758.4,1.96,max_hold,30,31.36,INFY,Trend Following
2026-01-20 00:00:00+05:30,2026-02-20 00:00:00+05:30,1188.0,1235.8,1122.34,1293.06,1345.59,30,1434.0,4.02,max_hold,24,26.26,JSWSTEEL,Trend Following
2025-12-18 00:00:00+05:30,2026-01-16 00:00:00+05:30,434.6,417.67,417.67,461.69,475.23,118,-1997.57,-3.9,stop_loss,20,6.77,KOTAKBANK,Trend Following
2026-01-20 00:00:00+05:30,2026-01-27 00:00:00+05:30,428.0,406.88,406.88,461.8,478.7,94,-1985.75,-4.94,stop_loss,5,8.45,KOTAKBANK,Trend Following
2026-01-29 00:00:00+05:30,2026-02-20 00:00:00+05:30,407.0,421.35,383.82,444.09,462.63,86,1234.1,3.53,max_hold,18,9.27,KOTAKBANK,Trend Following
2026-02-19 00:00:00+05:30,2026-02-20 00:00:00+05:30,4326.1,4380.6,4093.62,4698.07,4884.06,8,436.0,1.26,max_hold,2,92.99,LT,Trend Following
2026-01-08 00:00:00+05:30,2026-01-20 00:00:00+05:30,3730.0,3577.8,3577.8,3973.51,4095.27,13,-1978.55,-4.08,stop_loss,8,60.88,M&M,Trend Following
2026-01-22 00:00:00+05:30,2026-01-27 00:00:00+05:30,3600.0,3403.98,3403.98,3913.63,4070.44,10,-1960.18,-5.44,stop_loss,3,78.41,M&M,Trend Following
2026-01-29 00:00:00+05:30,2026-02-20 00:00:00+05:30,3449.2,3412.8,3221.31,3813.83,3996.14,8,-291.2,-1.06,max_hold,18,91.16,M&M,Trend Following
2025-12-15 00:00:00+05:30,2026-01-16 00:00:00+05:30,16500.0,15858.57,15858.57,17526.29,18039.43,3,-1924.29,-3.89,stop_loss,23,256.57,MARUTI,Trend Following
2026-01-20 00:00:00+05:30,2026-01-27 00:00:00+05:30,16200.0,15327.86,15327.86,17595.43,18293.14,2,-1744.29,-5.38,stop_loss,5,348.86,MARUTI,Trend Following
2026-01-08 00:00:00+05:30,2026-02-19 00:00:00+05:30,1309.1,1278.5,1255.99,1394.07,1436.56,37,-1132.2,-2.34,max_hold,30,21.24,NESTLEIND,Trend Following
2026-01-08 00:00:00+05:30,2026-02-19 00:00:00+05:30,346.75,363.2,332.56,369.45,380.8,140,1151.5,2.37,max_hold,30,5.67,NTPC,Trend Following
2026-01-29 00:00:00+05:30,2026-02-01 00:00:00+05:30,263.8,247.22,247.22,290.33,303.59,120,-1989.64,-6.29,stop_loss,3,6.63,ONGC,Trend Following
2026-02-03 00:00:00+05:30,2026-02-20 00:00:00+05:30,253.75,278.65,232.48,287.78,304.79,94,2340.6,9.81,max_hold,14,8.51,ONGC,Trend Following
2026-02-10 00:00:00+05:30,2026-02-20 00:00:00+05:30,290.0,298.95,269.55,322.71,339.07,97,868.15,3.09,max_hold,9,8.18,POWERGRID,Trend Following
2025-11-25 00:00:00+05:30,2026-01-06 00:00:00+05:30,1972.4,2095.8,1893.33,2098.91,2162.17,25,1480.8,3.0,max_hold,30,31.63,SBILIFE,Trend Following
2026-01-16 00:00:00+05:30,2026-02-01 00:00:00+05:30,27550.0,26364.29,26364.29,29447.14,30395.71,1,-1185.71,-4.3,stop_loss,11,474.29,SHREECEM,Trend Following
2026-02-03 00:00:00+05:30,2026-02-20 00:00:00+05:30,27200.0,26510.0,25657.14,29668.57,30902.86,1,-690.0,-2.54,max_hold,14,617.14,SHREECEM,Trend Following
2026-01-05 00:00:00+05:30,2026-01-28 00:00:00+05:30,1165.0,1114.5,1114.5,1245.8,1286.2,39,-1969.5,-4.33,stop_loss,16,20.2,TATACONSUM,Trend Following
2026-01-30 00:00:00+05:30,2026-02-20 00:00:00+05:30,1106.5,1156.2,1025.25,1236.5,1301.5,24,1192.8,4.49,max_hold,17,32.5,TATACONSUM,Trend Following
2026-01-08 00:00:00+05:30,2026-02-01 00:00:00+05:30,185.45,185.45,177.33,198.45,204.95,246,0.0,0.0,stop_loss,16,3.25,TATASTEEL,Trend Following
2026-02-03 00:00:00+05:30,2026-02-20 00:00:00+05:30,193.58,208.36,178.13,218.3,230.66,129,1906.62,7.64,max_hold,14,6.18,TATASTEEL,Trend Following
2025-11-25 00:00:00+05:30,2026-01-06 00:00:00+05:30,3145.3,3255.8,3032.6,3325.61,3415.77,17,884.0,1.65,max_hold,30,45.08,TCS,Trend Following
2025-11-25 00:00:00+05:30,2026-01-06 00:00:00+05:30,3874.4,4111.8,3713.42,4131.97,4260.76,12,2848.8,6.13,max_hold,30,64.39,TITAN,Trend Following
2026-01-09 00:00:00+05:30,2026-02-03 00:00:00+05:30,12058.0,12931.0,11694.25,12640.0,12931.0,5,2910.0,4.83,target_2,17,145.5,ULTRACEMCO,Trend Following
2026-02-05 00:00:00+05:30,2026-02-20 00:00:00+05:30,12762.0,12766.0,11922.54,14105.14,14776.71,2,8.0,0.03,max_hold,12,335.79,ULTRACEMCO,Trend Following
2025-11-25 00:00:00+05:30,2026-01-06 00:00:00+05:30,741.05,799.3,699.63,807.32,840.46,48,1398.0,3.93,max_hold,30,16.57,UPL,Trend Following
2025-12-03 00:00:00+05:30,2025-12-22 00:00:00+05:30,244.3,264.96,235.69,258.07,264.96,232,3993.71,7.05,target_2,14,3.44,WIPRO,Trend Following
2025-12-24 00:00:00+05:30,2026-01-09 00:00:00+05:30,264.1,254.56,254.56,279.36,286.99,209,-1992.96,-3.61,stop_loss,12,3.81,WIPRO,Trend Following
2026-01-13 00:00:00+05:30,2026-01-19 00:00:00+05:30,256.8,245.1,245.1,275.51,284.87,170,-1988.39,-4.55,stop_loss,4,4.68,WIPRO,Trend Following
2026-02-04 00:00:00+05:30,2026-02-20 00:00:00+05:30,2220.0,2160.8,2040.49,2489.27,2623.91,11,-651.2,-2.67,max_hold,13,89.76,ADANIENT,Volume Breakout
2026-02-04 00:00:00+05:30,2026-02-20 00:00:00+05:30,1529.9,1511.5,1412.16,1706.51,1794.82,16,-294.4,-1.2,max_hold,13,58.87,ADANIPORTS,Volume Breakout
2026-01-28 00:00:00+05:30,2026-02-16 00:00:00+05:30,1348.0,1358.3,1287.73,1438.41,1483.61,33,339.9,0.76,max_hold,15,30.14,AXISBANK,Volume Breakout
2026-01-29 00:00:00+05:30,2026-02-01 00:00:00+05:30,454.25,429.53,429.53,491.33,509.87,80,-1977.71,-5.44,stop_loss,3,12.36,BEL,Volume Breakout
2026-02-09 00:00:00+05:30,2026-02-20 00:00:00+05:30,2051.2,1977.4,1956.76,2192.86,2263.7,21,-1549.8,-3.6,max_hold,10,47.22,BHARTIARTL,Volume Breakout
2026-01-01 00:00:00+05:30,2026-01-06 00:00:00+05:30,375.65,359.74,359.74,399.52,411.46,125,-1989.29,-4.24,stop_loss,4,7.96,BPCL,Volume Breakout
2026-01-07 00:00:00+05:30,2026-01-12 00:00:00+05:30,6680.0,6404.57,6404.57,7093.14,7299.71,7,-1928.0,-4.12,stop_loss,4,137.71,DIVISLAB,Volume Breakout
2026-02-12 00:00:00+05:30,2026-02-16 00:00:00+05:30,6448.0,6015.21,6015.21,7097.18,7421.77,4,-1731.14,-6.71,stop_loss,3,216.39,DIVISLAB,Volume Breakout
2026-02-12 00:00:00+05:30,2026-02-20 00:00:00+05:30,7779.5,7936.5,7330.21,8453.43,8790.39,4,628.0,2.02,max_hold,7,224.64,EICHERMOT,Volume Breakout
2026-01-28 00:00:00+05:30,2026-02-01 00:00:00+05:30,2870.1,2752.53,2752.53,3046.46,3134.64,17,-1998.71,-4.1,stop_loss,4,58.79,GRASIM,Volume Breakout
2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,1000.0,947.79,947.79,1078.32,1117.48,38,-1984.14,-5.22,stop_loss,2,26.11,HINDALCO,Volume Breakout
2026-01-19 00:00:00+05:30,2026-02-01 00:00:00+05:30,1685.0,1616.83,1616.83,1787.26,1838.39,29,-1976.97,-4.05,stop_loss,10,34.09,INFY,Volume Breakout
2026-01-01 00:00:00+05:30,2026-01-22 00:00:00+05:30,1163.5,1184.4,1119.13,1230.06,1263.34,45,940.5,1.8,max_hold,15,22.19,JSWSTEEL,Volume Breakout
2026-02-01 00:00:00+05:30,2026-02-19 00:00:00+05:30,1320.0,1278.5,1264.43,1403.36,1445.04,35,-1452.5,-3.14,max_hold,15,27.79,NESTLEIND,Volume Breakout
