date,open,high,low,close,volume,rsi_14,sma_20,sma_50,ema_12,ema_26,ema_20,ema_50,ema_100,ema_200,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr,supertrend,supertrend_dir,volume_sma_20,volume_ratio,symbol,token,ema50,ema200,ema_alignment,stop_loss,target_1,target_2,risk_pct,reward_1_pct,reward_2_pct,rr_ratio_1,rr_ratio_2,scan_date,strategy
2025-11-20 00:00:00+05:30,2450.1,2478.9,2440.4,2446.1,1526556,49.60962228318208,2397.825,2419.422,2411.887072100037,2408.6225284300085,2408.9667182328058,2402.9906626057395,2394.1061194530193,2383.3731659848595,3.2645436700286155,-7.067475308058644,10.332018978087259,2528.9886161842346,2397.825,2266.661383815765,68.42142857142858,,1.0,1738871.4,0.8779004588838485,ADANIENT,6401,2402.9906626057395,2383.3731659848595,0.8230979898933992,2309.2571428571428,2582.942857142857,2651.364285714286,5.59432799733687,5.59432799733687,8.391491996005314,1.0,1.5000000000000018,2026-02-07,Golden Crossover
2026-02-06 00:00:00+05:30,1563.0,1575.5,1527.0,1550.7,4429173,61.93246081757958,1429.135,1467.98,1473.5136140155128,1455.179855428097,1457.8147788451133,1455.2810972211794,1444.6968360863043,1406.503080502072,18.333758587415787,-5.619491819586649,23.953250407002436,1574.8625652138576,1429.135,1283.4074347861424,63.67857142857146,,1.0,3236732.2,1.3684088538433916,ADANIPORTS,3861249,1455.2810972211794,1406.503080502072,3.46803483016158,1423.3428571428572,1678.057142857143,1741.7357142857145,8.212880818800727,8.212880818800727,12.3193212282011,1.0,1.500000000000001,2026-02-07,Golden Crossover
2025-10-28 00:00:00+05:30,7864.0,7901.0,7828.5,7880.5,348079,63.81025248661056,7734.425,7767.48,7846.075832618323,7781.992831993274,7804.210202280162,7702.56075136869,7542.038298655036,7337.702186401006,64.08300062504895,50.18081662494259,13.902184000106367,8111.7943255879945,7734.425,7357.055674412006,120.17857142857143,,1.0,317244.45,1.0971949233469647,APOLLOHOSP,40193,7702.56075136869,7337.702186401006,4.972381757927955,7640.142857142857,8120.857142857143,8241.035714285714,3.0500240195056545,3.0500240195056545,4.57503602925847,1.0,1.4999999999999962,2026-02-07,Golden Crossover
2026-01-14 00:00:00+05:30,2884.0,2884.0,2807.3,2813.9,958254,53.092334494773525,2799.995,2814.3660000000004,2823.744174955004,2809.544749212622,2815.533545416815,2768.044856278133,2677.412263708186,2577.3758179185634,14.199425742382118,7.986473772257363,6.212951970124755,2881.4869686064853,2799.995,2718.5030313935144,54.35714285714289,,1.0,1153039.65,0.831067691384247,ASIANPAINT,60417,2768.044856278133,2577.3758179185634,7.3977972880008664,2705.1857142857143,2922.614285714286,2976.971428571429,3.8634736740568525,3.8634736740568525,5.795210511085287,1.0,1.5000000000000022,2026-02-07,Golden Crossover
2026-02-04 00:00:00+05:30,1369.7,1369.9,1336.6,1338.7,6672251,56.22076707202995,1306.935,1279.734,1325.0939676490298,1304.282604434616,1311.8955890505947,1281.2534944304134,1245.7854357836866,1206.4195577271018,20.81136321441386,17.538978504081154,3.2723847103327053,1372.396833798099,1306.935,1241.473166201901,45.70000000000003,,1.0,8552580.1,0.7801448126747156,AXISBANK,1510401,1281.2534944304134,1206.4195577271018,6.202977747169395,1247.3,1430.1000000000001,1475.8000000000002,6.827519235078815,6.827519235078815,10.24127885261822,1.0,1.4999999999999998,2026-02-07,Golden Crossover
2026-01-14 00:00:00+05:30,9576.0,9610.0,9494.0,9579.5,335206,65.2969742248786,9344.675,9112.81,9504.658833742795,9349.058043103265,9406.924871176803,9199.142558015175,8997.980107024387,8706.00534897025,155.6007906395298,145.00806193436415,10.592728705165655,9922.923469176794,9344.675,8766.426530823204,200.35714285714286,,1.0,329492.1,1.0173415386893951,BAJAJ-AUTO,4267265,9199.142558015175,8706.00534897025,5.664333862409748,9178.785714285714,9980.214285714286,10180.57142857143,4.183039675497533,4.183039675497533,6.2745595132463,1.0,1.5,2026-02-07,Golden Crossover
2025-12-09 00:00:00+05:30,2050.0,2081.8,2039.0,2069.5,1176704,52.84576820996759,2064.8450000000003,2069.1659999999997,2068.6744239946647,2069.7285598844906,2069.6274754795204,2063.2555646887204,2045.3902782057971,2023.5729817841045,-1.0541358898258295,-1.2421929284703204,0.18805703864449086,2110.078824093325,2064.8450000000003,2019.611175906676,42.81428571428577,,1.0,1093076.85,1.0765061944180776,BAJAJFINSV,4268801,2063.2555646887204,2023.5729817841045,1.9610156521080495,1983.8714285714284,2155.1285714285714,2197.942857142857,4.137645393987515,4.137645393987503,6.206468090981255,0.9999999999999972,1.4999999999999958,2026-02-07,Golden Crossover
2026-02-06 00:00:00+05:30,973.95,986.5,966.1,981.7,13742927,52.932726837443134,943.0675000000001,980.7909999999999,949.285936385621,955.5164124046232,951.3857685511089,970.5713641267142,977.414283683477,966.0272845765307,-6.2304760190022535,-13.823341647107993,7.59286562810574,985.759706548739,943.0675000000001,900.3752934512612,28.149999999999995,,1.0,8737842.25,1.5728055745112588,BAJFINANCE,81153,970.5713641267142,966.0272845765307,0.470388323677155,925.4000000000001,1038.0,1066.15,5.734949577263925,5.734949577263925,8.602424365895898,1.0,1.5000000000000018,2026-02-07,Golden Crossover
2026-02-06 00:00:00+05:30,1994.0,2049.7,1988.5,2038.4,13870403,55.643879173290955,1998.095,2057.688,1999.6634210139077,2016.8248419102965,2008.7741815111062,2033.6644470954125,2022.5901481469239,1976.9280675797595,-17.16142089638879,-25.046097457061038,7.884676560672247,2054.247329473175,1998.095,1941.9426705268254,47.22142857142857,,1.0,6783001.5,2.0448768882035484,BHARTIARTL,2714625,2033.6644470954125,1976.9280675797595,2.8699263491722333,1943.957142857143,2132.842857142857,2180.0642857142857,4.633185691859158,4.633185691859158,6.9497785377887356,1.0,1.4999999999999998,2026-02-07,Golden Crossover
2026-02-06 00:00:00+05:30,382.5,386.9,381.35,386.35,7988984,72.43139757498405,355.59749999999997,355.32899999999995,366.9533321892847,360.14152821645735,362.06520511448343,354.98329439294616,344.89593450232286,329.364414894989,6.811803972827363,2.4538343216155574,4.357969651211805,384.562024126847,355.59749999999997,326.63297587315293,11.839285714285706,,1.0,8090444.1,0.9874592669146556,BPCL,134657,354.98329439294616,329.364414894989,7.778277901128207,362.67142857142863,410.0285714285714,421.86785714285713,6.128787738726902,6.128787738726902,9.19318160809036,1.0,1.500000000000001,2026-02-07,Golden Crossover
2026-01-07 00:00:00+05:30,6200.0,6271.0,6157.5,6185.0,437361,58.971774193548384,6028.075,5939.38,6056.334829661497,6010.746568797282,6027.236472272993,5970.151940527283,5903.761396085436,5784.732541238798,45.588260864215044,37.33420690521845,8.254053958996593,6199.083856341942,6028.075,5857.066143658058,98.10714285714286,,1.0,226933.95,1.927261214110978,BRITANNIA,140033,5970.151940527283,5784.732541238798,3.2053236336623665,5988.785714285715,6381.214285714285,6479.321428571428,3.172421757708736,3.172421757708736,4.758632636563111,1.0,1.5000000000000022,2026-02-07,Golden Crossover
2025-10-28 00:00:00+05:30,1585.8,1589.9,1562.1,1568.1,1489133,58.96010464355788,1556.1899999999998,1559.5919999999999,1583.8309759064095,1567.2001711745536,1572.6040631756368,1554.4231175181505,1538.0477406487084,1520.0250501754583,16.63080473185596,13.365723574745415,3.2650811571105454,1657.6614665623588,1556.1899999999998,1454.7185334376409,33.03571428571432,,1.0,1369692.95,1.0872020623308312,CIPLA,177665,1554.4231175181505,1520.0250501754583,2.2629934512409267,1502.0285714285712,1634.1714285714286,1667.2071428571428,4.213470350834045,4.213470350834045,6.320205526251062,1.0,1.4999999999999984,2026-02-07,Golden Crossover
2026-01-30 00:00:00+05:30,453.95,453.95,437.0,440.75,10191610,56.91964285714286,427.35249999999996,401.353,431.25311013462726,420.8559619848189,425.0263847866316,408.7624518042809,397.00995501939445,389.6522746823626,10.397148149808345,9.453124936375435,0.9440232134329101,450.7651928013536,427.35249999999996,403.93980719864635,13.064285714285717,,1.0,11082096.2,0.9196464112989744,COALINDIA,5215745,408.7624518042809,389.6522746823626,4.904418211723918,414.62142857142857,466.87857142857143,479.9428571428572,5.928206790373553,5.928206790373553,8.892310185560335,1.0,1.500000000000001,2026-02-07,Golden Crossover
2026-01-12 00:00:00+05:30,6635.0,6635.5,6340.0,6485.5,665870,48.408812729498166,6448.875,6485.22,6502.668441520994,6468.424777826876,6477.776862353826,6443.829509332163,6398.350547439121,6295.929998669516,34.24366369411746,15.27827244341811,18.965391250699348,6665.903708991012,6448.875,6231.846291008988,144.89285714285714,,1.0,399106.9,1.6684001203687533,DIVISLAB,2800641,6443.829509332163,6295.929998669516,2.349128892695788,6195.714285714285,6775.285714285715,6920.178571428572,4.468209302069457,4.468209302069457,6.702313953104179,1.0,1.4999999999999984,2026-02-07,Golden Crossover
2025-12-11 00:00:00+05:30,1250.8,1275.9,1248.0,1273.5,1717539,61.04477611940295,1255.0549999999998,1246.546,1260.3864575939065,1254.062204817953,1255.9642959029516,1252.9050856274885,1251.656392074614,1236.8590414060586,6.324252775953482,5.339347368770362,0.9849054071831205,1285.391531738064,1255.0549999999998,1224.7184682619356,20.82857142857144,,1.0,1843150.75,0.9318494431342634,DRREDDY,225537,1252.9050856274885,1236.8590414060586,1.2973219812654424,1231.8428571428572,1315.1571428571428,1335.9857142857143,3.2710752145381115,3.2710752145381115,4.906612821807166,1.0,1.4999999999999998,2026-02-07,Golden Crossover
2026-01-12 00:00:00+05:30,7477.0,7507.0,7322.0,7436.0,315579,59.93127147766323,7320.65,7146.77,7419.980878086218,7314.707312826455,7355.347851221225,7173.32968423629,6884.90459441009,6475.295206154992,105.27356525976302,94.06579692883166,11.207768330931358,7630.388956304552,7320.65,7010.911043695447,120.53571428571429,,1.0,427086.9,0.7389105121229427,EICHERMOT,232961,7173.32968423629,6475.295206154992,10.779963783238664,7194.928571428572,7677.071428571428,7797.607142857143,3.241950357334971,3.241950357334971,4.862925536002463,1.0,1.5000000000000018,2026-02-07,Golden Crossover
2026-02-05 00:00:00+05:30,2830.1,2877.3,2825.0,2863.9,762775,55.021268725725925,2795.345,2795.388,2812.0283428103116,2805.545874261221,2807.2863476110547,2801.721561135879,2795.0731906423753,2778.712095341761,6.482468549090754,0.24266323995146122,6.239805309139292,2876.9114140117586,2795.345,2713.778585988241,65.4571428571429,,1.0,718317.35,1.0618913771190408,GRASIM,315393,2801.721561135879,2778.712095341761,0.8280622462719609,2732.9857142857145,2994.8142857142857,3060.2714285714287,4.571189137689361,4.571189137689361,6.856783706534049,1.0,1.5000000000000018,2026-02-07,Golden Crossover
