date,open,high,low,close,volume,rsi_14,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr,volume_sma_20,volume_ratio,change_pct,symbol,token,stop_loss,target_1,target_2,risk_pct,reward_1_pct,reward_2_pct,rr_ratio_1,rr_ratio_2,scan_date,strategy,ema50,ema200,ema_alignment
2025-06-10 00:00:00+05:30,2520.7,2581.9,2499,2533.4,2149650,66.40648454,2447.17,,2455.576771,2422.426008,33.15076251,28.34391165,4.80685086,2517.232261,2447.17,2377.107739,53.37142857,951427.65,2.25939408,1.202412815,ADANIENT,6401,2426.657143,2640.142857,2693.514286,4.213422955,4.213422955,6.320134433,1,1.5,09-02-2026,Momentum Breakout,,,
2026-02-04 00:00:00+05:30,1529.9,1572.3,1508.5,1567.9,6632728,61.04790899,1419.615,1465.364,1439.348767,1437.725303,1.623463311,-17.49512597,19.11858929,1538.373566,1419.615,1300.856434,62.29285714,3055961.25,2.170422809,2.423569375,ADANIPORTS,3861249,1443.314286,1692.485714,1754.778571,7.946024254,7.946024254,11.91903638,1,1.5,09-02-2026,Momentum Breakout,,,
2026-01-07 00:00:00+05:30,7349,7488,7315,7447.5,567878,76.59251769,7090.575,7312.86,7174.981534,7180.337613,-5.356078662,-59.97735015,54.62127149,7341.211511,7090.575,6839.938489,121.1785714,327257.35,1.735264311,1.354109962,APOLLOHOSP,40193,7205.142857,7689.857143,7811.035714,3.254208028,3.254208028,4.881312041,1,1.5,09-02-2026,Momentum Breakout,,,
2026-01-12 00:00:00+05:30,2826,2900,2808,2896.4,1743901,61.12224449,2793.54,2800.822,2814.485666,2803.028035,11.45763036,3.957120775,7.500509589,2863.943032,2793.54,2723.136968,51.20714286,1149823.55,1.516668362,2.509290391,ASIANPAINT,60417,2793.985714,2998.814286,3050.021429,3.535916507,3.535916507,5.303874761,1,1.5,09-02-2026,Momentum Breakout,,,
2026-01-30 00:00:00+05:30,1352,1378.7,1352,1370.4,14758482,65.73795181,1295.64,1274.806,1313.249478,1292.456633,20.79284488,13.01496735,7.777877528,1354.590734,1295.64,1236.689266,36.8,8156881.5,1.80932897,0.491310406,AXISBANK,1510401,1296.8,1444,1480.8,5.370694688,5.370694688,8.056042032,1,1.5,09-02-2026,Momentum Breakout,,,
2025-12-30 00:00:00+05:30,9087,9299,9025.5,9282,464922,62.91230893,9043.45,8995.66,9086.615085,9041.399198,45.21588675,24.85876775,20.35711901,9245.610931,9043.45,8841.289069,145.2857143,297574.65,1.562370988,2.145922747,BAJAJ-AUTO,4267265,8991.428571,9572.571429,9717.857143,3.130482962,3.130482962,4.695724444,1,1.5,09-02-2026,Momentum Breakout,,,
2025-10-20 00:00:00+05:30,2088,2149.5,2088,2139.8,1844869,74.10976121,2041.84,2007.132,2060.952028,2041.622488,19.32953987,9.936746065,9.392793803,2119.762645,2041.84,1963.917355,36.79285714,931148.1,1.98128418,2.692326151,BAJAJFINSV,4268801,2066.214286,2213.385714,2250.178571,3.438906173,3.438906173,5.158359259,1,1.5,09-02-2026,Momentum Breakout,,,
2025-09-04 00:00:00+05:30,915,948,912.25,934.75,21738706,73.2359341,885.64,908.143,895.0612562,894.9965309,0.064725356,-5.223568206,5.288293562,922.4113218,885.64,848.8686782,22.08571429,7390266.5,2.941532081,4.289858306,BAJFINANCE,81153,890.5785714,978.9214286,1001.007143,4.725480457,4.725480457,7.088220685,1,1.5,09-02-2026,Momentum Breakout,,,
2025-11-04 00:00:00+05:30,2107,2135.6,2103.5,2113.3,12263078,73.93051967,2015.75,1952.088,2054.787444,2011.772088,43.01535585,36.66919352,6.346162329,2139.846083,2015.75,1891.653917,39.97142857,5067897.4,2.419756564,1.894889103,BHARTIARTL,2714625,2033.357143,2193.242857,2233.214286,3.782844705,3.782844705,5.674267057,1,1.5,09-02-2026,Momentum Breakout,,,
2025-12-31 00:00:00+05:30,359.2,375.25,358.75,373.3,12051156,74.49781659,354.2825,349.688,359.084547,354.8561415,4.228405497,3.100718601,1.127686896,368.9545025,354.2825,339.6104975,7.957142857,5630839.3,2.14020599,3.925389755,BPCL,134657,357.3857143,389.2142857,397.1714286,4.263135739,4.263135739,6.394703609,1,1.5,09-02-2026,Momentum Breakout,,,
2025-09-04 00:00:00+05:30,6201,6336,6053.5,6083,1385580,78.22098125,5601.775,5696.33,5782.955487,5697.605925,85.34956193,25.06909667,60.28046527,6054.300483,5601.775,5149.249517,171.1428571,533781.95,2.595779044,2.962085308,BRITANNIA,140033,5740.714286,6425.285714,6596.428571,5.626922806,5.626922806,8.440384209,1,1.5,09-02-2026,Momentum Breakout,,,
2026-01-06 00:00:00+05:30,1519.8,1539.7,1519.8,1530.8,1614326,62.38095238,1505.425,1516.11,1510.451063,1510.891487,-0.440424373,-4.074563419,3.634139047,1527.508943,1505.425,1483.341057,19.11428571,1043245.2,1.54740803,0.723779445,CIPLA,177665,1492.571429,1569.028571,1588.142857,2.497293665,2.497293665,3.745940498,1,1.5,09-02-2026,Momentum Breakout,,,
2026-01-29 00:00:00+05:30,446,461.55,442.55,455.75,16915601,61.65377176,425.265,400.217,429.5264029,419.2644389,10.26196394,9.217119133,1.04484481,450.979835,425.265,399.550165,12.47857143,10804749.65,1.565570841,2.634838419,COALINDIA,5215745,430.7928571,480.7071429,493.1857143,5.47605987,5.47605987,8.214089805,1,1.5,09-02-2026,Momentum Breakout,,,
2026-01-06 00:00:00+05:30,6405.5,6660,6393,6642.5,732441,67.26659168,6403.875,6480.23,6432.468503,6427.549477,4.919026656,-9.425970183,14.34499684,6576.767688,6403.875,6230.982312,137.7142857,355532.8,2.06012216,4.384379665,DIVISLAB,2800641,6367.071429,6917.928571,7055.642857,4.146459487,4.146459487,6.219689231,1,1.5,09-02-2026,Momentum Breakout,,,
2025-12-03 00:00:00+05:30,1283.6,1293,1269.2,1280.7,4969448,73.3197556,1239.83,1248.166,1254.682073,1248.054825,6.62724826,0.879479792,5.747768468,1284.153837,1239.83,1195.506163,19.15,1836607,2.705776467,0.431304893,DRREDDY,225537,1242.4,1319,1338.15,2.990552042,2.990552042,4.485828063,1,1.5,09-02-2026,Momentum Breakout,,,
2025-11-24 00:00:00+05:30,7151.5,7284.5,7135,7258.5,1229296,60.92007435,6930,6935.32,6984.112396,6931.510848,52.60154846,18.47961468,34.12193377,7193.635115,6930,6666.364885,151.8214286,556969.75,2.20711448,1.738033499,EICHERMOT,232961,6954.857143,7562.142857,7713.964286,4.183272813,4.183272813,6.27490922,1,1.5,09-02-2026,Momentum Breakout,,,
2025-10-27 00:00:00+05:30,2859,2934,2847.6,2923.9,764132,66.5248227,2814.4,2813.744,2847.712576,2827.271769,20.44080735,10.71800267,9.722804672,2905.325742,2814.4,2723.474258,49.57857143,425048.35,1.797753126,2.90711998,GRASIM,315393,2824.742857,3023.057143,3072.635714,3.391263137,3.391263137,5.086894705,1,1.5,09-02-2026,Momentum Breakout,,,
2025-11-19 00:00:00+05:30,1595.3,1669.5,1588.6,1662.6,6342672,72.96118622,1555.555,1493.752,1583.905954,1548.37691,35.529044,27.69439297,7.834651029,1639.086185,1555.555,1472.023815,28.58571429,2293863.4,2.765060901,4.225175527,HCLTECH,1850625,1605.428571,1719.771429,1748.357143,3.438676084,3.438676084,5.158014126,1,1.5,09-02-2026,Momentum Breakout,,,
2025-06-26 00:00:00+05:30,990.7,1013.6,990,1010.9,50084830,60.2478551,975.915,967.84,981.1943835,974.4856858,6.708697694,3.989032203,2.719665491,1000.517206,975.915,951.3127943,12.92857143,20299799,2.467257434,2.100797899,HDFCBANK,341249,985.0428571,1036.757143,1049.685714,2.557833896,2.557833896,3.836750844,1,1.5,09-02-2026,Momentum Breakout,,,
2025-11-20 00:00:00+05:30,5950,6042,5921.5,5999.5,1276202,72.73580479,5564.875,5495.43,5673.854901,5577.809685,96.0452165,44.30868141,51.73653509,5941.220009,5564.875,5188.529991,139.6071429,732824.95,1.741482737,2.093082617,HEROMOTOCO,345089,5720.285714,6278.714286,6418.321429,4.653959259,4.653959259,6.980938888,1,1.5,09-02-2026,Momentum Breakout,,,
2026-01-29 00:00:00+05:30,1010.25,1029.8,1008.55,1024.05,14615261,68.96322552,937.86,871.19,957.9782657,925.7167615,32.26150425,27.12504248,5.136461775,1002.347156,937.86,873.3728442,26.10714286,6688449.9,2.185149208,2.589661391,HINDALCO,348929,971.8357143,1076.264286,1102.371429,5.098802374,5.098802374,7.648203561,1,1.5,09-02-2026,Momentum Breakout,,,
2025-07-07 00:00:00+05:30,2341,2415.7,2341,2410.4,2701583,65.64651875,2317.095,2342.87,2325.149909,2327.735975,-2.58606599,-13.38129435,10.79522836,2395.227397,2317.095,2238.962603,31.92857143,1628516.1,1.658923114,3.039370752,HINDUNILVR,356865,2346.542857,2474.257143,2506.185714,2.649234271,2.649234271,3.973851406,1,1.5,09-02-2026,Momentum Breakout,,,
2026-01-08 00:00:00+05:30,1429,1442.2,1423.3,1435,14861699,76.89133425,1366.485,1368.22,1383.26098,1374.129763,9.131217035,-0.526966506,9.658183541,1420.53933,1366.485,1312.43067,17.44285714,9387026.5,1.5832169,0.5113119,ICICIBANK,1270529,1400.114286,1469.885714,1487.328571,2.431060229,2.431060229,3.646590343,1,1.5,09-02-2026,Momentum Breakout,,,
2026-01-16 00:00:00+05:30,945,960.2,938.05,953.85,10345071,76.87338501,880.6925,857.359,905.3089374,881.9341525,23.37478486,17.06109446,6.313690394,951.3840113,880.6925,810.0009887,24.86071429,4410336.75,2.345641974,0.989941768,INDUSINDBK,1346049,904.1285714,1003.571429,1028.432143,5.212709396,5.212709396,7.819064094,1,1.5,09-02-2026,Momentum Breakout,,,
2025-12-22 00:00:00+05:30,1664,1693.2,1664,1689.6,23098923,79.33394161,1594.005,1538.902,1616.067045,1585.945759,30.12128521,24.70462851,5.416656701,1663.333341,1594.005,1524.676659,28.93571429,8098297.7,2.852318334,3.106120705,INFY,408065,1631.728571,1747.471429,1776.407143,3.425155574,3.425155574,5.13773336,1,1.5,09-02-2026,Momentum Breakout,,,
2025-10-23 00:00:00+05:30,407.45,411.8,405.05,407.4,24305990,65.08172363,395.855,398.738,399.2634991,398.1681851,1.09531401,-0.794019957,1.889333967,406.5911612,395.855,385.1188388,4.35,14822790.85,1.639771501,0.741839763,ITC,424961,398.7,416.1,420.45,2.135493373,2.135493373,3.203240059,1,1.5,09-02-2026,Momentum Breakout,,,
2025-10-29 00:00:00+05:30,1189.2,1223.9,1185.5,1207.9,3819737,65.68284142,1159.04,1117.792,1163.667757,1148.758028,14.90972844,14.03138341,0.878345026,1192.668835,1159.04,1125.411165,24.77142857,1591983.35,2.39935738,2.001351123,JSWSTEEL,3001089,1158.357143,1257.442857,1282.214286,4.10156943,4.10156943,6.152354145,1,1.5,09-02-2026,Momentum Breakout,,,
2025-10-01 00:00:00+05:30,397.2,414.4,397.2,412.7,30579755,66.72794118,400.09,400.406,402.9950007,401.650487,1.344513711,0.594287913,0.750225798,415.3505304,400.09,384.8294696,6.635714286,19516119.5,1.566897303,3.56336261,KOTAKBANK,492033,399.4285714,425.9714286,432.6071429,3.215756862,3.215756862,4.823635294,1,1.5,09-02-2026,Momentum Breakout,,,
