date,open,high,low,close,volume,rsi_14,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr,volume_sma_20,volume_ratio,change_pct,symbol,token,stop_loss,target_1,target_2,risk_pct,reward_1_pct,reward_2_pct,rr_ratio_1,rr_ratio_2,scan_date,strategy
2025-07-17 00:00:00+05:30,1081.5,1109.7,1080,1105.8,1193262,41.77777778,1099.46,1110.17,1091.46822,1097.693623,-6.225402436,-6.526288355,0.30088592,1134.775922,1099.46,1064.144078,20.37142857,1101343.55,1.083460288,2.246879334,TATACONSUM,878593,1075.242857,1156.728571,1177.1,2.763351678,4.60558613,6.447820582,1.666666667,2.333333333,11-02-2026,RSI Setup
2025-07-18 00:00:00+05:30,1544,1550,1530,1548.8,3902458,8.799266728,1669.95,1668.062,1618.64355,1649.296269,-30.65271906,-9.429817725,-21.22290134,1801.381479,1669.95,1538.518521,30.88571429,3427390.3,1.138609163,0.317378069,HCLTECH,1850625,1502.471429,1610.571429,1641.457143,2.991255903,3.988341204,5.982511806,1.333333333,2,11-02-2026,Mean Reversion
2025-07-22 00:00:00+05:30,3159.6,3180.1,3154.6,3159.6,3198036,13.74759417,3336.9,3415.842,3254.369703,3324.775943,-70.40623941,-49.31105102,-21.09518839,3556.038485,3336.9,3117.761515,45.90714286,2806938.05,1.139332591,0.044329048,TCS,2953217,3090.739286,3251.414286,3297.321429,2.179412403,2.905883204,4.358824806,1.333333333,2,11-02-2026,Mean Reversion
2025-07-24 00:00:00+05:30,1470.5,1490,1470.3,1487.9,1389152,39.46932007,1490.6,1491.256,1482.493742,1488.842137,-6.348395019,-5.106767494,-1.241627525,1520.182356,1490.6,1461.017644,19.82142857,1372358.3,1.01223711,0.977265015,CIPLA,177665,1458.167857,1527.542857,1547.364286,1.998262172,2.664349563,3.996524344,1.333333333,2,11-02-2026,Mean Reversion
2025-07-28 00:00:00+05:30,725,735.85,720.15,729.85,4881892,72.77486911,688.435,658.059,705.4198022,685.8081898,19.61161232,14.66536475,4.946247571,739.6781572,688.435,637.1918428,16.00714286,2666465.05,1.830847924,1.059263362,UPL,2889473,705.8392857,777.8714286,793.8785714,3.289814933,6.579629865,8.77283982,2,2.666666667,11-02-2026,Pyramiding
2025-07-30 00:00:00+05:30,3622,3685.3,3590,3665.1,8760659,58.50263356,3522.42,3591.314,3514.64338,3534.636574,-19.99319344,-29.71627647,9.723083027,3650.45295,3522.42,3394.38705,59.69285714,1794950.6,4.880724294,4.848952969,LT,2939649,3575.560714,3814.332143,3874.025,2.443024357,4.071707262,5.700390167,1.666666667,2.333333333,11-02-2026,Gap Up
2025-08-04 00:00:00+05:30,2443.2,2467,2439.6,2449.8,1165898,60.63468077,2405.945,2338.256,2401.985596,2386.323007,15.66258934,13.16613059,2.49645875,2491.762591,2405.945,2320.127409,47.06428571,1004192.3,1.161030611,0.773344303,ASIANPAINT,60417,2379.203571,2567.460714,2614.525,2.881722123,4.802870205,6.724018287,1.666666667,2.333333333,11-02-2026,Pyramiding
2025-08-06 00:00:00+05:30,1374,1386.9,1358.1,1367.1,2293293,32.3407775,1410.265,1419.462,1386.45236,1401.579278,-15.12691807,-8.319501797,-6.807416278,1478.903712,1410.265,1341.626288,29.27142857,1175213.1,1.951384817,0.662690524,ADANIPORTS,3861249,1323.192857,1425.642857,1454.914286,3.211699426,4.282265902,6.423398853,1.333333333,2,11-02-2026,Mean Reversion
2025-08-13 00:00:00+05:30,5363.5,5393,5299,5375.5,388683,33.97953689,5613.475,5670.72,5508.155748,5596.197705,-88.04195677,-47.81788975,-40.22406702,5934.597452,5613.475,5292.352548,126.5,366048.85,1.061833687,0.702510303,BRITANNIA,140033,5185.75,5628.5,5755,3.529904195,4.706538927,7.05980839,1.333333333,2,11-02-2026,Mean Reversion
2025-08-13 00:00:00+05:30,7403,7840,7389,7808.5,2291645,64.32710882,7340.125,7248.23,7350.54389,7323.790594,26.7532964,13.75518099,12.99811541,7646.403833,7340.125,7033.846167,178.7142857,429864.1,5.33109185,7.904373661,APOLLOHOSP,40193,7540.428571,8255.285714,8434,3.433072019,5.721786698,8.010501377,1.666666667,2.333333333,11-02-2026,Gap Up
2025-08-18 00:00:00+05:30,3350,3432,3335.3,3383.1,5787481,67.55825735,3230.455,3170.734,3247.138995,3215.344426,31.79456881,20.73787984,11.05668897,3332.604312,3230.455,3128.305688,78.14285714,2457671.85,2.354863201,3.604458872,M&M,519937,3265.885714,3617.528571,3695.671429,3.464700592,6.929401183,9.239201578,2,2.666666667,11-02-2026,Volume Breakout
2025-08-18 00:00:00+05:30,13703,14125,13664,14068,2154781,84.81063658,12637.25,12601.1,12882.87106,12702.86172,180.0093324,56.05553122,123.9538012,13388.84672,12637.25,11885.65328,307.5,373851.1,5.763741233,8.750773036,MARUTI,2815745,13606.75,14990.5,15298,3.278717657,6.557435314,8.743247086,2,2.666666667,11-02-2026,Volume Breakout
2025-08-18 00:00:00+05:30,12628,12904,12556,12765,808480,67.34963648,12329.7,12116.26,12388.07302,12310.92319,77.14983202,56.98393106,20.16590096,12629.44523,12329.7,12029.95477,205.1428571,277649.05,2.911877422,3.63724933,ULTRACEMCO,2952193,12457.28571,13380.42857,13585.57143,2.410609367,4.821218734,6.428291646,2,2.666666667,11-02-2026,Volume Breakout
2025-08-18 00:00:00+05:30,8400,8629.5,8400,8588.5,995976,73.12326228,8218.95,8292.29,8267.249208,8252.199571,15.04963772,-20.95307366,36.00271137,8503.994576,8218.95,7933.905424,166.1785714,332917.65,2.991658748,4.565654106,BAJAJ-AUTO,4267265,8339.232143,9087.035714,9253.214286,2.902344497,5.804688994,7.739585326,2,2.666666667,11-02-2026,Gap Up
2025-08-18 00:00:00+05:30,2539,2597,2521.3,2568.1,3089136,67.13627743,2491.59,2417.43,2507.789339,2481.336016,26.4533239,28.8464726,-2.393148693,2579.680191,2491.59,2403.499809,65.25,1485455.55,2.079588312,3.52737241,HINDUNILVR,356865,2470.225,2763.85,2829.1,3.811183365,7.62236673,10.16315564,2,2.666666667,11-02-2026,Gap Up
2025-08-18 00:00:00+05:30,3350,3432,3335.3,3383.1,5787481,67.55825735,3230.455,3170.734,3247.138995,3215.344426,31.79456881,20.73787984,11.05668897,3332.604312,3230.455,3128.305688,78.14285714,2457671.85,2.354863201,3.604458872,M&M,519937,3265.885714,3617.528571,3695.671429,3.464700592,6.929401183,9.239201578,2,2.666666667,11-02-2026,Gap Up
2025-08-18 00:00:00+05:30,1120.5,1169.9,1120.5,1144.1,3478231,59.01038485,1135.8,1175.594,1119.381232,1141.808697,-22.4274657,-22.97457238,0.547106682,1223.856585,1135.8,1047.743415,23.61428571,1536772.4,2.263335156,5.021112539,NESTLEIND,4598529,1108.678571,1203.135714,1226.75,3.096008091,5.160013485,7.224018879,1.666666667,2.333333333,11-02-2026,Gap Up
2025-08-18 00:00:00+05:30,12628,12904,12556,12765,808480,67.34963648,12329.7,12116.26,12388.07302,12310.92319,77.14983202,56.98393106,20.16590096,12629.44523,12329.7,12029.95477,205.1428571,277649.05,2.911877422,3.63724933,ULTRACEMCO,2952193,12457.28571,13380.42857,13585.57143,2.410609367,4.821218734,6.428291646,2,2.666666667,11-02-2026,Gap Up
2025-08-18 00:00:00+05:30,875,919.65,875,905.2,16277779,59.45635528,895.9125,916.514,881.7684591,895.2368078,-13.46834866,-13.55130742,0.082958758,964.6517011,895.9125,827.1732989,20.47142857,8032507.2,2.026487944,5.078646468,BAJFINANCE,81153,874.4928571,956.3785714,976.85,3.392304779,5.653841298,7.915377817,1.666666667,2.333333333,11-02-2026,RSI Setup
2025-08-18 00:00:00+05:30,399.6,405.2,399.4,400.3,21519720,58.13953488,404.805,422.306,399.4876885,407.8545712,-8.36688261,-8.804453267,0.437570657,435.9645875,404.805,373.6454125,7.335714286,18900349.75,1.138588454,1.188068756,KOTAKBANK,492033,389.2964286,418.6392857,425.975,2.748831234,4.58138539,6.413939545,1.666666667,2.333333333,11-02-2026,RSI Setup
2025-08-19 00:00:00+05:30,8609,8856,8586,8795.5,1052384,76.76282051,8236.8,8299.65,8348.518561,8292.444047,56.07451404,-5.547556119,61.62207016,8610.620869,8236.8,7862.979131,179.0357143,372838.65,2.82262582,2.410199686,BAJAJ-AUTO,4267265,8526.946429,9332.607143,9511.642857,3.05330648,6.10661296,8.142150613,2,2.666666667,11-02-2026,Volume Breakout
2025-08-20 00:00:00+05:30,1440.7,1499,1440.7,1496.2,10413061,44.89247312,1475.305,1555.348,1459.214414,1490.865503,-31.65108914,-36.4830066,4.831917459,1567.983743,1475.305,1382.626257,29.57857143,8928443.4,1.166279556,3.902777778,INFY,408065,1451.832143,1570.146429,1599.725,2.965369412,4.942282353,6.919195295,1.666666667,2.333333333,11-02-2026,RSI Setup
2025-08-21 00:00:00+05:30,7893,7947,7853,7926.5,482016,66.47443291,7477.55,7341.84,7641.69268,7494.949042,146.743638,82.9349003,63.80873774,8017.689738,7477.55,6937.410262,161.8571429,481276.05,1.001537475,0.551820373,APOLLOHOSP,40193,7683.714286,8331.142857,8493,3.062962396,5.104937326,7.146912256,1.666666667,2.333333333,11-02-2026,Stage 2 Uptrend
2025-08-21 00:00:00+05:30,1540.1,1596,1538.7,1592.8,1698280,57.72653722,1533.3,1510.714,1543.902718,1527.729356,16.17336135,10.05737609,6.115985256,1602.240401,1533.3,1464.359599,30.41428571,1745385.4,0.973011462,3.020503202,CIPLA,177665,1547.178571,1668.835714,1699.25,2.864228313,4.773713855,6.683199397,1.666666667,2.333333333,11-02-2026,Stage 2 Uptrend
2025-08-26 00:00:00+05:30,2624.6,2705,2624.6,2692.6,4348648,69.26079532,2550.935,2452.086,2598.108488,2543.011896,55.09659214,43.09737341,11.99921873,2696.647121,2550.935,2405.222879,53.56428571,1846920.25,2.354540214,2.317981456,HINDUNILVR,356865,2612.253571,2853.292857,2906.857143,2.983971944,5.967943889,7.957258518,2,2.666666667,11-02-2026,Volume Breakout
2025-08-26 00:00:00+05:30,2624.6,2705,2624.6,2692.6,4348648,69.26079532,2550.935,2452.086,2598.108488,2543.011896,55.09659214,43.09737341,11.99921873,2696.647121,2550.935,2405.222879,53.56428571,1846920.25,2.354540214,2.317981456,HINDUNILVR,356865,2612.253571,2853.292857,2906.857143,2.983971944,5.967943889,7.957258518,2,2.666666667,11-02-2026,Stage 2 Uptrend
2025-09-04 00:00:00+05:30,915,948,912.25,934.75,21738706,73.2359341,885.64,908.143,895.0612565,894.9980155,0.063240982,-5.22575046,5.288991443,922.4113218,885.64,848.8686782,22.08571429,7390266.5,2.941532081,4.289858306,BAJFINANCE,81153,901.6214286,1001.007143,1023.092857,3.544110343,7.088220685,9.450960914,2,2.666666667,11-02-2026,Momentum Breakout
2025-09-04 00:00:00+05:30,6201,6336,6053.5,6083,1385580,78.22098125,5601.775,5696.33,5782.955493,5697.641118,85.31437434,25.01736214,60.2970122,6054.300483,5601.775,5149.249517,171.1428571,533781.95,2.595779044,2.962085308,BRITANNIA,140033,5826.285714,6596.428571,6767.571429,4.220192104,8.440384209,11.25384561,2,2.666666667,11-02-2026,Momentum Breakout
2025-09-04 00:00:00+05:30,3527,3550,3463.4,3481.5,7600320,61.06116106,3300.29,3234.186,3322.248054,3287.516248,34.73180576,33.81223501,0.919570752,3477.790742,3300.29,3122.789258,95.91428571,2944706.9,2.581010694,5.949482654,M&M,519937,3337.628571,3721.285714,3817.2,4.132455223,6.887425371,9.642395519,1.666666667,2.333333333,11-02-2026,Momentum Breakout
2025-09-04 00:00:00+05:30,915,948,912.25,934.75,21738706,73.2359341,885.64,908.143,895.0612565,894.9980155,0.063240982,-5.22575046,5.288991443,922.4113218,885.64,848.8686782,22.08571429,7390266.5,2.941532081,4.289858306,BAJFINANCE,81153,901.6214286,1001.007143,1023.092857,3.544110343,7.088220685,9.450960914,2,2.666666667,11-02-2026,Volume Breakout
2025-09-04 00:00:00+05:30,1985,2033.8,1971,2002.2,2459026,65.09628611,1944.22,1982.922,1955.904311,1958.843476,-2.939164794,-9.939306742,7.000141948,2003.252608,1944.22,1885.187392,34.9,1109767.85,2.215802161,1.836122273,BAJAJFINSV,4268801,1949.85,2106.9,2141.8,2.614623914,5.229247827,6.972330437,2,2.666666667,11-02-2026,Pyramiding
2025-09-11 00:00:00+05:30,15111,15191,15038,15095,657161,70.63291139,14534.3,13335,14849.60858,14282.67933,566.929247,564.2563501,2.67289694,15869.67948,14534.3,13198.92052,278.4285714,640961.65,1.025273509,-0.086047127,MARUTI,2815745,14677.35714,15791.07143,16069.5,2.766762883,4.611271471,6.45578006,1.666666667,2.333333333,11-02-2026,Pyramiding
2025-09-12 00:00:00+05:30,1405.1,1419.7,1400.1,1417.7,7770038,40.86021505,1414.9,1435.046,1409.003043,1418.42509,-9.422046892,-10.58210152,1.160054624,1447.7777,1414.9,1382.0223,16.45714286,7686727.55,1.010838221,1.148687215,ICICIBANK,1270529,1393.014286,1458.842857,1475.3,1.741250919,2.902084866,4.062918812,1.666666667,2.333333333,11-02-2026,RSI Setup
2025-09-19 00:00:00+05:30,2475,2509.5,2468.5,2481.7,3731525,32.29291717,2522.505,2475.908,2510.529879,2508.335319,2.194560013,14.68952211,-12.49496209,2590.501485,2522.505,2454.508515,35.58571429,1290276.5,2.892035157,0.121031186,ASIANPAINT,60417,2428.321429,2552.871429,2588.457143,2.150887353,2.867849803,4.301774705,1.333333333,2,11-02-2026,Mean Reversion
2025-09-23 00:00:00+05:30,16120,16325,16031,16097,873114,73.81921824,15242.7,13833.2,15538.69098,14951.50727,587.1837122,574.5642049,12.61950736,16140.27031,15242.7,14345.12969,301.5,576691.9,1.514004272,1.776681841,MARUTI,2815745,15644.75,17001.5,17303,2.809529726,5.619059452,7.492079269,2,2.666666667,11-02-2026,Momentum Breakout
2025-09-26 00:00:00+05:30,3664,3794.9,3661,3729.5,5870301,76.90444145,3614.755,3593.082,3652.597576,3626.514669,26.08290653,15.91252586,10.17038067,3736.390149,3614.755,3493.119851,57.6,1642929.35,3.573069651,2.335089452,LT,2939649,3643.1,3902.3,3959.9,2.316664432,4.633328864,6.177771819,2,2.666666667,11-02-2026,Momentum Breakout
2025-09-26 00:00:00+05:30,3664,3794.9,3661,3729.5,5870301,76.90444145,3614.755,3593.082,3652.597576,3626.514669,26.08290653,15.91252586,10.17038067,3736.390149,3614.755,3493.119851,57.6,1642929.35,3.573069651,2.335089452,LT,2939649,3643.1,3902.3,3959.9,2.316664432,4.633328864,6.177771819,2,2.666666667,11-02-2026,Volume Breakout
2025-09-30 00:00:00+05:30,2497.9,2526.3,2491.6,2514.4,1678088,26.70516059,2583.045,2560.202,2546.468292,2564.901687,-18.43339513,-5.02616715,-13.40722798,2686.910915,2583.045,2479.179085,43.01428571,1409249.95,1.190766762,0.660554866,HINDUNILVR,356865,2449.878571,2600.428571,2643.442857,2.566076542,3.421435389,5.132153084,1.333333333,2,11-02-2026,Mean Reversion
2025-10-01 00:00:00+05:30,397.2,414.4,397.2,412.7,30579755,66.72794118,400.09,400.406,402.9950007,401.6522847,1.342716034,0.591644384,0.75107165,415.3505304,400.09,384.8294696,6.635714286,19516119.5,1.566897303,3.56336261,KOTAKBANK,492033,402.7464286,432.6071429,439.2428571,2.411817647,4.823635294,6.431513725,2,2.666666667,11-02-2026,Momentum Breakout
2025-10-03 00:00:00+05:30,412.7,421.6,412.4,420.1,23679650,70.71197411,401.6,400.168,405.6265391,403.0187821,2.607756954,0.994866898,1.612890056,418.5031919,401.6,384.6968081,7.021428571,20227237.25,1.170681379,1.793070027,KOTAKBANK,492033,409.5678571,437.6535714,444.675,2.507056143,4.178426905,5.849797667,1.666666667,2.333333333,11-02-2026,Pyramiding
2025-10-08 00:00:00+05:30,6115,6267.5,6104,6120.5,874932,52.91139241,5966.1,6102.69,5936.58855,5992.42815,-55.83960039,-83.66473989,27.82513951,6294.170532,5966.1,5638.029468,142.5714286,476797.65,1.835017433,0.262101728,DIVISLAB,2800641,5906.642857,6476.928571,6619.5,3.494112292,5.823520487,8.152928682,1.666666667,2.333333333,11-02-2026,Pyramiding
2025-10-15 00:00:00+05:30,371.2,375.25,371.2,374.1,6135157,35.05338078,377.965,375.462,374.5474741,376.1152417,-1.567767606,-0.725096486,-0.84267112,388.7293711,377.965,367.2006289,5.053571429,5373321.55,1.141781102,0.862766244,COALINDIA,5215745,366.5196429,384.2071429,389.2607143,2.026291671,2.701722229,4.052583343,1.333333333,2,11-02-2026,Mean Reversion
2025-10-15 00:00:00+05:30,2330,2384,2325,2375.1,753640,35.48957229,2386.11,2467.56,2359.892387,2398.570984,-38.67859699,-39.31695341,0.63835642,2509.828456,2386.11,2262.391544,40.47857143,901080.95,0.836373247,2.458910314,ASIANPAINT,60417,2314.382143,2456.057143,2496.535714,2.556433714,3.408578285,5.112867428,1.333333333,2,11-02-2026,RSI Setup
2025-10-15 00:00:00+05:30,1175.5,1225,1175.5,1221.4,2283392,64.0052356,1181.615,1170.86,1187.396778,1183.583303,3.813474906,0.804417254,3.009057652,1217.678469,1181.615,1145.551531,21.00714286,1310197.7,1.742784314,3.904721395,NESTLEIND,4598529,1189.889286,1273.917857,1294.925,2.57988491,4.299808183,6.019731456,1.666666667,2.333333333,11-02-2026,Stage 2 Uptrend
2025-10-16 00:00:00+05:30,1062,1081.1,1058.85,1065.75,9901992,65.92548077,1014.6975,953.82,1027.857737,1003.819766,24.03797117,21.75738505,2.280586118,1059.928015,1014.6975,969.4669854,22.43928571,7809977.05,1.267864417,0.551938862,BAJFINANCE,81153,1032.091071,1121.848214,1144.2875,3.158238665,5.263731108,7.369223551,1.666666667,2.333333333,11-02-2026,Stage 2 Uptrend
2025-10-20 00:00:00+05:30,2088,2149.5,2088,2139.8,1844869,74.10976121,2041.84,2007.132,2060.952028,2041.62603,19.3259983,9.931537946,9.394460349,2119.762645,2041.84,1963.917355,36.79285714,931148.1,1.98128418,2.692326151,BAJAJFINSV,4268801,2084.610714,2250.178571,2286.971429,2.57917963,5.158359259,6.877812346,2,2.666666667,11-02-2026,Momentum Breakout
2025-10-20 00:00:00+05:30,1590,1647,1577.9,1639.1,3372906,84.29414435,1534.75,1549.972,1561.546549,1549.36342,12.18312951,0.555950933,11.62717858,1607.76191,1534.75,1461.73809,27.94285714,1386709.15,2.432309616,3.898326572,CIPLA,177665,1597.185714,1722.928571,1750.871429,2.557152444,5.114304889,6.819073185,2,2.666666667,11-02-2026,Volume Breakout
2025-10-20 00:00:00+05:30,1440,1473.8,1433.3,1466.8,24721978,77.07373272,1383.805,1386.476,1398.09813,1390.807262,7.290868499,-1.157508482,8.448376981,1430.177972,1383.805,1337.432028,20.39285714,11735055.85,2.10667749,3.529079616,RELIANCE,738561,1436.210714,1527.978571,1548.371429,2.085443531,4.170887062,5.56118275,2,2.666666667,11-02-2026,Volume Breakout
2025-10-20 00:00:00+05:30,2088,2149.5,2088,2139.8,1844869,74.10976121,2041.84,2007.132,2060.952028,2041.62603,19.3259983,9.931537946,9.394460349,2119.762645,2041.84,1963.917355,36.79285714,931148.1,1.98128418,2.692326151,BAJAJFINSV,4268801,2084.610714,2250.178571,2286.971429,2.57917963,5.158359259,6.877812346,2,2.666666667,11-02-2026,Stage 2 Uptrend
2025-10-23 00:00:00+05:30,407.45,411.8,405.05,407.4,24305990,65.08172363,395.855,398.738,399.2634991,398.1684766,1.095022457,-0.794448706,1.889471164,406.5911612,395.855,385.1188388,4.35,14822790.85,1.639771501,0.741839763,ITC,424961,400.875,420.45,424.8,1.601620029,3.203240059,4.270986745,2,2.666666667,11-02-2026,Momentum Breakout
2025-10-23 00:00:00+05:30,1475,1482.9,1444.6,1448.4,18707090,72.32492997,1390.465,1389.604,1414.572034,1400.175773,14.396261,4.075032352,10.32122864,1455.423425,1390.465,1325.506575,21.97142857,11685085.2,1.600937407,-1.146601147,RELIANCE,738561,1415.442857,1514.314286,1536.285714,2.275417209,4.550834418,6.067779224,2,2.666666667,11-02-2026,Pyramiding
2025-10-23 00:00:00+05:30,684.25,689.8,674.1,675.65,1551907,59.7127223,672.22,690.131,676.916213,679.6223921,-2.706179131,-4.364309567,1.658130436,691.8660094,672.22,652.5739906,12.28571429,1480741.55,1.048060683,-0.7783244,UPL,2889473,657.2214286,706.3642857,718.65,2.727532218,4.545887029,6.364241841,1.666666667,2.333333333,11-02-2026,Sell Below 10MA
2025-10-24 00:00:00+05:30,811.35,826.5,811.35,824.45,16905398,69.2408377,772.395,744.969,783.4330864,768.478185,14.95490144,12.08971977,2.865181673,807.6281318,772.395,737.1618682,15.57142857,5072922.4,3.332477154,4.044674407,HINDALCO,348929,801.0928571,871.1642857,886.7357143,2.833057536,5.666115072,7.554820097,2,2.666666667,11-02-2026,Gap Up
2025-10-27 00:00:00+05:30,2859,2934,2847.6,2923.9,764132,66.5248227,2814.4,2813.744,2847.712576,2827.273445,20.43913143,10.71553812,9.723593312,2905.325742,2814.4,2723.474258,49.57857143,425048.35,1.797753126,2.90711998,GRASIM,315393,2849.532143,3072.635714,3122.214286,2.543447353,5.086894705,6.782526274,2,2.666666667,11-02-2026,Momentum Breakout
2025-10-27 00:00:00+05:30,1880.2,1923.9,1880.2,1903.1,2866910,83.2160804,1817.03,1822.554,1841.565892,1828.049227,13.51666497,5.179651047,8.337013924,1882.388513,1817.03,1751.671487,35,1000768.55,2.864708328,3.440591369,SBILIFE,5582849,1850.6,2008.1,2043.1,2.758656928,5.517313856,7.356418475,2,2.666666667,11-02-2026,Volume Breakout
2025-10-28 00:00:00+05:30,1692,1702.7,1679.2,1687,2440939,62.54626203,1659.22,1631.332,1677.443223,1659.294024,18.14919898,15.35263762,2.79656136,1721.145136,1659.22,1597.294864,22.73571429,2149684.55,1.135487065,-0.389702409,SUNPHARMA,857857,1652.896429,1743.839286,1766.575,2.021551359,3.369252265,4.716953171,1.666666667,2.333333333,11-02-2026,Pyramiding
2025-10-29 00:00:00+05:30,1189.2,1223.9,1185.5,1207.9,3819737,65.68284142,1159.04,1117.792,1163.667757,1148.757998,14.90975845,14.03142754,0.878330905,1192.668835,1159.04,1125.411165,24.77142857,1591983.35,2.39935738,2.001351123,JSWSTEEL,3001089,1170.742857,1282.214286,1306.985714,3.076177072,6.152354145,8.20313886,2,2.666666667,11-02-2026,Momentum Breakout
2025-10-29 00:00:00+05:30,339.25,350,339.15,347.5,15423201,68.97506925,340.1925,336.973,341.4423977,339.8854612,1.556936502,1.268468527,0.288467975,345.9422162,340.1925,334.4427838,5.221428571,8573768.4,1.798882391,2.462037447,NTPC,2977281,339.6678571,363.1642857,368.3857143,2.25385406,4.507708119,6.010277492,2,2.666666667,11-02-2026,Momentum Breakout
2025-10-29 00:00:00+05:30,1299,1301.5,1235,1250.9,2574921,54.65909091,1257.255,1270.784,1268.975054,1267.047149,1.927904562,-0.62151573,2.549420292,1298.646709,1257.255,1215.863291,25.78571429,1887479.95,1.364211048,-2.985884908,DRREDDY,225537,1212.221429,1315.364286,1341.15,3.092059431,5.153432386,7.21480534,1.666666667,2.333333333,11-02-2026,Pyramiding
2025-11-04 00:00:00+05:30,2107,2135.6,2103.5,2113.3,12263078,73.93051967,2015.75,1952.088,2054.787444,2011.774249,43.01319489,36.66601567,6.347179229,2139.846083,2015.75,1891.653917,39.97142857,5067897.4,2.419756564,1.894889103,BHARTIARTL,2714625,2053.342857,2233.214286,2273.185714,2.837133528,5.674267057,7.565689409,2,2.666666667,11-02-2026,Momentum Breakout
